"TF","mlog10p","Enrichment","celltype","TF_prefix","mlog10padj"
"ENSG00000233794_594",1.4682,1.09527144436105,"C1","ENSG00000233794",1.10617254721861
"ENSG00000234550_596",1.4682,1.09527144436105,"C1","ENSG00000234550",1.10617254721861
"ENSG00000236207_598",1.4682,1.09527144436105,"C1","ENSG00000236207",1.10617254721861
"ENSG00000237516_601",1.4682,1.09527144436105,"C1","ENSG00000237516",1.10617254721861
"ENSG00000250589_602",1.4682,1.09527144436105,"C1","ENSG00000250589",1.10617254721861
"DUX4_603",1.4682,1.09527144436105,"C1","DUX4",1.10617254721861
"POU6F2_612",1.4841,1.11475128703749,"C1","POU6F2",1.10617254721861
"DUX1_859",1.4682,1.09527144436105,"C1","DUX1",1.10617254721861
"DUX3_860",1.4682,1.09527144436105,"C1","DUX3",1.10617254721861
"LHX6_423",1.4549,1.15496422381955,"C1","LHX6",1.09401995734945
"TWIST2_101",1.4225,1.11684055752095,"C1","TWIST2",1.06276434399819
"E2F3_313",1.4137,1.13361046224949,"C1","E2F3",1.05624411029309
"TLX2_436",1.4141,1.10752835863719,"C1","TLX2",1.05624411029309
"HSFY2_625",1.4021,1.22987676422183,"C1","HSFY2",1.04691197174891
"HSFY1_626",1.4021,1.22987676422183,"C1","HSFY1",1.04691197174891
"IRF5_631",1.3984,1.10971883013895,"C1","IRF5",1.04434147688988
"EMX2_525",1.3962,1.16183758652837,"C1","EMX2",1.04326805205314
"NKX62_862",1.3927,1.09376828543625,"C1","NKX62",1.04089171240029
"POU3F2_617",1.3817,1.09868846148595,"C1","POU3F2",1.03101247297559
"PPARA_696",1.379,1.0859138742869,"C1","PPARA",1.03044535440788
"RFX3_723",1.3789,1.12663933649748,"C1","RFX3",1.03044535440788
"HOXA6_417",1.369,1.10944988916578,"C1","HOXA6",1.02165750477725
"POU3F1_618",1.3643,1.10619307487748,"C1","POU3F1",1.01806681440184
"ENSG00000229544_584",1.3481,1.15227205398553,"C1","ENSG00000229544",1.00297329775681
"NFATC3_713",1.3194,1.0730306035111,"C1","NFATC3",0.975376969206955
"HOXD3_461",1.316,1.11873596427725,"C1","HOXD3",0.973077843007842
"EMX1_474",1.308,1.1522392286975,"C1","EMX1",0.966175933306894
"HSF4_624",1.2969,1.09329659988938,"C1","HSF4",0.956171254144496
"RFX7_728",1.2952,1.09302082263137,"C1","RFX7",0.955563819455069
"ZSCAN16_277",1.2829,1.09077992598313,"C1","ZSCAN16",0.94435364306813
"HOXD1_460",1.2713,1.12822353409973,"C1","HOXD1",0.933840738709344
"DLX6_397",1.2681,1.12873908365787,"C1","DLX6",0.931725120001564
"AC0125311_531",1.2593,1.08536350161407,"C1","AC0125311",0.925085793522491
"HOXA4_863",1.2593,1.08536350161407,"C1","HOXA4",0.925085793522491
"HOXA9_405",1.2457,1.12049775319737,"C1","HOXA9",0.912562112491986
"GATA4_386",1.2441,1.08631284133629,"C1","GATA4",0.91203577059605
"MSC_82",1.2334,1.08410969578444,"C1","MSC",0.902406780958576
"TCF21_39",1.2303,1.09703720630012,"C1","TCF21",0.901904055388723
"ENSG00000187728_92",1.2303,1.09703720630012,"C1","ENSG00000187728",0.901904055388723
"BATF3_120",1.2297,1.13239765826766,"C1","BATF3",0.901904055388723
"OSR1_212",1.2269,1.13865032772414,"C1","OSR1",0.900922569257451
"SMAD1_744",1.2266,1.05353988018707,"C1","SMAD1",0.900922569257451
"NEUROG3_43",1.2225,1.14507054452782,"C1","NEUROG3",0.897877963414516
"NFATC4_715",1.2185,1.05849726934068,"C1","NFATC4",0.894930799037782
"HHEX_491",1.2066,1.11484064406737,"C1","HHEX",0.88408108850228
"SNAI3_268",1.2001,1.08067805130894,"C1","SNAI3",0.879674078008124
"EVX1_419",1.2002,1.14959642987443,"C1","EVX1",0.879674078008124
"GBX2_520",1.1927,1.12019224174271,"C1","GBX2",0.873316802355139
"MSX1_501",1.1839,1.1140408559561,"C1","MSX1",0.865557029156417
"NEUROD4_820",1.1779,1.13532994432991,"C1","NEUROD4",0.861630037779282
"NEUROD6_821",1.1779,1.13532994432991,"C1","NEUROD6",0.861630037779282
"HSF1_627",1.1678,1.08191968548709,"C1","HSF1",0.85256284321705
"SREBF1_22",1.1629,1.07517693326756,"C1","SREBF1",0.848693198343055
"BHLHA15_85",1.1569,1.14356067356337,"C1","BHLHA15",0.843721114756424
"ENSG00000234254_595",1.136,1.07732918228852,"C1","ENSG00000234254",0.823846603974114
"SOX1_770",1.1321,1.06639911577422,"C1","SOX1",0.820969677431693
"BHLHE22_86",1.1198,1.11780424898296,"C1","BHLHE22",0.8096903464841
"LCOR_711",1.1153,1.07195171741467,"C1","LCOR",0.806208622406405
"MEIS2_471",1.1114,1.0959546868092,"C1","MEIS2",0.803324516394553
"NKX24_457",1.1096,1.09556463986122,"C1","NKX24",0.802538039566106
"ESX1_455",1.1064,1.11757169234403,"C1","ESX1",0.800349202960968
"TCF15_46",1.0999,1.06719578362445,"C1","TCF15",0.798870004336019
"OLIG3_79",1.1014,1.12084160479921,"C1","OLIG3",0.798870004336019
"SCXB_93",1.0999,1.06719578362445,"C1","SCXB",0.798870004336019
"SCXA_96",1.0999,1.06719578362445,"C1","SCXA",0.798870004336019
"PAX6_604",1.1034,1.11302320151375,"C1","PAX6",0.798870004336019
"NOBOX_420",1.0975,1.09659355875457,"C1","NOBOX",0.797467236649967
"PGR_660",1.0964,1.06680646872873,"C1","PGR",0.797362184351803
"MAFF_147",1.088,1.06415503481844,"C1","MAFF",0.789954857885481
"ESR2_678",1.079,1.06262262972998,"C1","ESR2",0.781945267623503
"FEZF1_204",1.0744,1.06429784338501,"C1","FEZF1",0.780303016730473
"FEZF2_214",1.0744,1.06429784338501,"C1","FEZF2",0.780303016730473
"TBX20_790",1.0759,1.07180269180329,"C1","TBX20",0.780303016730473
"GFI1B_228",1.0686,1.07024732965615,"C1","GFI1B",0.775484473604451
"SHOX2_521",1.062,1.11725664399391,"C1","SHOX2",0.770240758362313
"EOMES_788",1.0614,1.07588115919405,"C1","EOMES",0.770240758362313
"ZNF384_202",1.048,1.06350132693265,"C1","ZNF384",0.757815606093523
"TFEC_27",1.0407,1.08994496519659,"C1","TFEC",0.751488270513318
"RUNX1_733",1.0296,1.02559911292319,"C1","RUNX1",0.741358761379525
"TBX15_782",1.0154,1.08505501139759,"C1","TBX15",0.730057289259342
"TBX18_869",1.0154,1.08505501139759,"C1","TBX18",0.730057289259342
"TBX22_870",1.0154,1.08505501139759,"C1","TBX22",0.730057289259342
"HOXC5_562",1.0101,1.08909455300007,"C1","HOXC5",0.725719182192764
"AR_689",1.0023,1.11327942232441,"C1","AR",0.718878949394213
"DLX3_403",0.987,1.10092552122833,"C1","DLX3",0.706445590045816
"DLX4_429",0.987,1.10092552122833,"C1","DLX4",0.706445590045816
"DLX2_438",0.987,1.10092552122833,"C1","DLX2",0.706445590045816
"BRCA1_319",0.9732,1.07063031781333,"C1","BRCA1",0.693596947451232
"OLIG2_100",0.9693,1.11467722562057,"C1","OLIG2",0.692538579062956
"ZSCAN10_206",0.9701,1.05880368047668,"C1","ZSCAN10",0.692538579062956
"BARHL1_456",0.9707,1.09756188508648,"C1","BARHL1",0.692538579062956
"TBX2_783",0.9663,1.08179338644602,"C1","TBX2",0.69048167277103
"GRHL1_391",0.9488,1.13154591806669,"C1","GRHL1",0.673922722937507
"ISL1_398",0.9427,1.0843855143674,"C1","ISL1",0.668761738399335
"GBX1_508",0.9355,1.10629032066625,"C1","GBX1",0.662498727936262
"NEUROG2_81",0.9051,1.09417081802914,"C1","NEUROG2",0.633033700271335
"TBR1_786",0.9017,1.06267335937637,"C1","TBR1",0.630566664071382
"MAFB_150",0.8837,1.06250579124758,"C1","MAFB",0.613497627947494
"TFEB_32",0.8431,1.07317658111664,"C1","TFEB",0.574978605317099
"MSX2_449",0.8424,1.08605572021987,"C1","MSX2",0.574978605317099
"BSX_559",0.8424,1.08605572021987,"C1","BSX",0.574978605317099
"HOXC11_453",0.8406,1.08284764914414,"C1","HOXC11",0.574101654510278
"ZNF410_193",0.8311,1.07072267125128,"C1","ZNF410",0.565522746015469
"HOXA7_451",0.8104,1.08884066431999,"C1","HOXA7",0.545741888119193
"ZNF274_244",0.8039,1.04360274414737,"C1","ZNF274",0.540159089055467
"BCL6B_218",0.7996,1.05168770342048,"C1","BCL6B",0.536774357006248
"SIX4_407",0.7931,1.08683717914511,"C1","SIX4",0.531187700101875
"SIX5_540",0.7874,1.05064360157472,"C1","SIX5",0.526399126421495
"ATF7_138",0.7754,1.08408110526278,"C1","ATF7",0.5153086439935
"ZNF354C_256",0.772,1.02669660815348,"C1","ZNF354C",0.512816260795945
"C11orf9_654",0.7654,1.18631205053409,"C1","C11orf9",0.507121984756969
"BARHL2_484",0.7618,1.09738554890734,"C1","BARHL2",0.504425823755213
"SIX6_552",0.7607,1.07963701217759,"C1","SIX6",0.504227785620231
"NOTO_567",0.7528,1.07801250545874,"C1","NOTO",0.497227878132894
"NEUROG1_87",0.7515,1.08236537573069,"C1","NEUROG1",0.496826109025794
"MYBL1_653",0.7136,1.10742920525925,"C1","MYBL1",0.460017016643675
"TBX21_780",0.7129,1.08289621931388,"C1","TBX21",0.460017016643675
"DLX5_412",0.7105,1.05836159125728,"C1","DLX5",0.458509708596016
"ZBED1_816",0.7049,1.18270623883034,"C1","ZBED1",0.453800569384092
"ENSG00000250542_156",0.6979,1.26604283501838,"C1","ENSG00000250542",0.447689606505002
"EN1_500",0.6967,1.07720744267432,"C1","EN1",0.447376827409895
"RFX1_726",0.6854,1.05905089123561,"C1","RFX1",0.43696223950435
"YBX2_827",0.6784,1.03851522671905,"C1","YBX2",0.431727666658612
"CSDA_828",0.6784,1.03851522671905,"C1","CSDA",0.431727666658612
"DBP_110",0.6606,1.0649803061841,"C1","DBP",0.414807696305028
"NKX28_475",0.6462,1.04326873422485,"C1","NKX28",0.40128594631495
"TGIF2_441",0.6422,1.04593850817442,"C1","TGIF2",0.398162423871579
"SREBF2_99",0.6412,1.03753847125965,"C1","SREBF2",0.398037136114714
"HOXA3_415",0.6392,1.08404060460506,"C1","HOXA3",0.396910090141099
"T_789",0.6275,1.04577045494078,"C1","T",0.386081293004771
"MLXIP_78",0.6229,1.05788218031961,"C1","MLXIP",0.3823507517174
"TBX10_791",0.619,1.03340509143976,"C1","TBX10",0.379318473248627
"PAX2_606",0.6104,1.06925987826585,"C1","PAX2",0.371584464526401
"USF1_60",0.5922,1.03981407373666,"C1","USF1",0.354248732437309
"OLIG1_90",0.5894,1.06679997659757,"C1","OLIG1",0.352311283826907
"BHLHE23_45",0.5688,1.06358167542468,"C1","BHLHE23",0.333331264221181
"CUX2_292",0.5687,1.05723042092174,"C1","CUX2",0.333331264221181
"CUX1_294",0.5557,1.07470994086268,"C1","CUX1",0.321644459665301
"ERF_325",0.5553,1.03277620683913,"C1","ERF",0.321644459665301
"TGIF2LX_492",0.5504,1.03628791906304,"C1","TGIF2LX",0.318450923479318
"TGIF2LY_538",0.5504,1.03628791906304,"C1","TGIF2LY",0.318450923479318
"NFIC_740",0.5488,1.01395844203582,"C1","NFIC",0.317701647516094
"NEUROD2_73",0.5285,1.06104928743422,"C1","NEUROD2",0.298250708357212
"FIGLA_88",0.5231,1.02498689093735,"C1","FIGLA",0.293698112493198
"SMAD3_743",0.5176,1.05528606027576,"C1","SMAD3",0.289487976422573
"STAT4_775",0.5172,1.03234766081565,"C1","STAT4",0.289487976422573
"CREB5_127",0.5125,1.03934037752675,"C1","CREB5",0.285630449008593
"TBX5_781",0.5092,1.02686432759525,"C1","TBX5",0.284010507126614
"TBX4_784",0.5092,1.02686432759525,"C1","TBX4",0.284010507126614
"PTF1A_70",0.5019,1.01986495883412,"C1","PTF1A",0.277548105229839
"PRKRIR_799",0.4927,1.03698451569463,"C1","PRKRIR",0.269184091016181
"SIX2_528",0.4894,1.05046664362254,"C1","SIX2",0.266718470680906
"NPAS2_72",0.4848,1.03331770056054,"C1","NPAS2",0.262951250383644
"ZKSCAN1_181",0.4786,1.04074715907523,"C1","ZKSCAN1",0.257582436248656
"SIX1_459",0.4706,1.04379849102794,"C1","SIX1",0.250412034365108
"NFKB1_719",0.469,1.01798233375951,"C1","NFKB1",0.249640050787338
"CREM_108",0.4673,1.02809815901893,"C1","CREM",0.248766491535121
"GLI3_182",0.4512,1.01813710068733,"C1","GLI3",0.233491362593928
"PKNOX1_497",0.438,1.01858734666158,"C1","PKNOX1",0.221114669915194
"MYCN_52",0.4298,1.02314850529226,"C1","MYCN",0.213736419416567
"TCF7_750",0.4284,1.01820403590116,"C1","TCF7",0.213156616982171
"CRX_410",0.4157,1.02802234755915,"C1","CRX",0.201275268462851
"IRF6_628",0.4127,1.03141268428237,"C1","IRF6",0.19909237967643
"NKX32_432",0.4063,1.0159539231728,"C1","NKX32",0.193507956407954
"MAFK_149",0.4005,1.01168995784765,"C1","MAFK",0.188522004409938
"HOXA2_414",0.3989,1.01985103671333,"C1","HOXA2",0.18773452940261
"PKNOX2_513",0.3917,1.01260916178508,"C1","PKNOX2",0.181345537074151
"ESR1_661",0.3799,1.00965225236945,"C1","ESR1",0.17186951256812
"RELA_722",0.3798,1.0099836576177,"C1","RELA",0.17186951256812
"SOX8_746",0.3808,1.01256372661015,"C1","SOX8",0.17186951256812
"GMEB2_735",0.3768,1.0445915505374,"C1","GMEB2",0.16967450720435
"CLOCK_53",0.372,1.02241191440364,"C1","CLOCK",0.165678012487951
"NFYC_800",0.3611,1.00936162515786,"C1","NFYC",0.155580033919768
"RFX2_724",0.3584,1.00897762492484,"C1","RFX2",0.153680576970228
"ENSG00000235187_346",0.3487,1.00911253301749,"C1","ENSG00000235187",0.144779647079561
"NFE2L1_106",0.3351,1.00657421387808,"C1","NFE2L1",0.132773390086119
"NFE2L3_845",0.3351,1.00657421387808,"C1","NFE2L3",0.132773390086119
"ZNF282_240",0.3305,1.00517300146052,"C1","ZNF282",0.128968073714812
"NHLH2_80",0.3256,1.00341824231889,"C1","NHLH2",0.124861305865751
"PRDM4_185",0.3199,1.00360175071975,"C1","PRDM4",0.119953091831473
"TAL1_62",0.3164,1.00322590721323,"C1","TAL1",0.118032346233167
"TAL2_822",0.3164,1.00322590721323,"C1","TAL2",0.118032346233167
"NR5A2_667",0.3077,1.00158980862474,"C1","NR5A2",0.11011982511058
"TET1_302",0.3029,1.01067624045502,"C1","TET1",0.10610587868608
"CEBPA_155",0.3008,1.0006111008084,"C1","CEBPA",0.105273730504058
"MEIS1_486",0.3005,1.00090134189062,"C1","MEIS1",0.105273730504058
"NKX21_476",0.2967,1.00039991874221,"C1","NKX21",0.10301494631896
"OTX2_515",0.2965,1.00133208195394,"C1","OTX2",0.10301494631896
"CEBPZ_806",0.2959,1.00030623956637,"C1","CEBPZ",0.10301494631896
"ERG_339",0.2928,0.999961136674543,"C1","ERG",0.101468774387582
"MYF5_842",0.2929,0.999746901485953,"C1","MYF5",0.101468774387582
"TP63_704",0.2886,0.999211326732578,"C1","TP63",0.0980436086375429
"MLXIPL_15",0.284,0.998546560449556,"C1","MLXIPL",0.0949891422327277
"ELF4_323",0.284,0.998502606765326,"C1","ELF4",0.0949891422327277
"PROX1_712",0.2819,0.998007027574262,"C1","PROX1",0.0936598513647237
"TEAD3_795",0.2784,0.997579836614649,"C1","TEAD3",0.0915971785696529
"SMAD9_867",0.2783,0.997646794483529,"C1","SMAD9",0.0915971785696529
"XBP1_109",0.2748,0.996082988556555,"C1","XBP1",0.0903930137764526
"ZNF524_243",0.2761,0.997428958659222,"C1","ZNF524",0.0903930137764526
"MYBL2_647",0.2749,0.996654051419888,"C1","MYBL2",0.0903930137764526
"ZSCAN4_263",0.273,0.997110116422064,"C1","ZSCAN4",0.0893556030538729
"PPARG_676",0.2707,0.996198403423202,"C1","PPARG",0.0878168556272294
"TOPORS_814",0.2585,0.996146751808,"C1","TOPORS",0.0763767761744056
"TFE3_18",0.2562,0.992291394945891,"C1","TFE3",0.075492639779355
"GSC2_402",0.2561,0.991618292790046,"C1","GSC2",0.075492639779355
"PITX1_404",0.253,0.991503520446385,"C1","PITX1",0.073148592071012
"PAX8_707",0.2509,0.991089491608989,"C1","PAX8",0.0718032308045935
"ZHX1_510",0.2452,0.983311360298293,"C1","ZHX1",0.0668565605371129
"HBP1_752",0.244,0.989698181958487,"C1","HBP1",0.0664085858019105
"ATF2_114",0.2422,0.980126832683077,"C1","ATF2",0.0653593111088177
"DPRX_565",0.2357,0.98440358432621,"C1","DPRX",0.0603568797717121
"PAX7_605",0.2361,0.984699982792076,"C1","PAX7",0.0603568797717121
"RFX5_727",0.2216,0.989223207049132,"C1","RFX5",0.0470037320312699
"HOXB1_448",0.22,0.985703135676332,"C1","HOXB1",0.0461493021403955
"CR7538031_135",0.212,0.975027984118663,"C1","CR7538031",0.04185807345752
"ATF6B_151",0.212,0.975027984118663,"C1","ATF6B",0.04185807345752
"CR9257962_153",0.212,0.975027984118663,"C1","CR9257962",0.04185807345752
"AL6628286_154",0.212,0.975027984118663,"C1","AL6628286",0.04185807345752
"OTX1_437",0.2147,0.962405136433285,"C1","OTX1",0.04185807345752
"ARID2_11",0.2097,0.980444563329493,"C1","ARID2",0.0405327590235256
"SIX3_480",0.2092,0.977922843773604,"C1","SIX3",0.0405327590235256
"MXI1_40",0.2013,0.981758976068985,"C1","MXI1",0.0333682282626368
"NFIX_738",0.1997,0.984072633609491,"C1","NFIX",0.0325024541043012
"ZNF143_231",0.1965,0.984322995107656,"C1","ZNF143",0.0300354407456441
"CREB3L2_145",0.1954,0.976194030717197,"C1","CREB3L2",0.029667192362575
"MLX_29",0.1925,0.971064069776489,"C1","MLX",0.0282550785107505
"RUNX2_732",0.1918,0.988449824695939,"C1","RUNX2",0.0282550785107505
"ENSG00000250096_734",0.1918,0.988449824695939,"C1","ENSG00000250096",0.0282550785107505
"ZNF238_260",0.1872,0.983343284540707,"C1","ZNF238",0.025755219384121
"ZBTB42_261",0.1872,0.983343284540707,"C1","ZBTB42",0.025755219384121
"MEIS3_411",0.1867,0.978654472261118,"C1","MEIS3",0.025755219384121
"LHX8_498",0.1864,0.975606883555414,"C1","LHX8",0.025755219384121
"MGA_103",0.1806,0.980911163052507,"C1","MGA",0.0209980595215328
"CEBPD_152",0.1802,0.984187928969591,"C1","CEBPD",0.0209980595215328
"NANOGP1_835",0.1673,0.966457348607829,"C1","NANOGP1",0.00881768600251337
"CREB3L3_104",0.1595,0.965745819954462,"C1","CREB3L3",0.00459804001425684
"CREB3_111",0.1595,0.965745819954462,"C1","CREB3",0.00459804001425684
"CREB3L4_126",0.1595,0.965745819954462,"C1","CREB3L4",0.00459804001425684
"NAIF1_637",0.1612,0.944402388621901,"C1","NAIF1",0.00459804001425684
"NFIA_742",0.1602,0.973838933355786,"C1","NFIA",0.00459804001425684
"TFAP2B_1",0,0.826208889061929,"C1","TFAP2B",0
"TFAP2D_2",0,0.748111257494971,"C1","TFAP2D",0
"TFAP2C_3",2e-04,0.901232846460993,"C1","TFAP2C",0
"TFAP2E_4",0.0095,0.902522694428465,"C1","TFAP2E",0
"TFAP2A_5",0,0.796867402365721,"C1","TFAP2A",0
"MAX_14",0.0127,0.88639881391956,"C1","MAX",0
"ARNTL2_16",0.0246,0.886827958037674,"C1","ARNTL2",0
"AHRR_17",0.0064,0.873791668940758,"C1","AHRR",0
"HES2_19",0.0432,0.905709865333576,"C1","HES2",0
"MNT_20",0.1471,0.961870949165438,"C1","MNT",0
"TCF3_21",0.0901,0.961422611481779,"C1","TCF3",0
"TFAP4_23",0.0149,0.93431784877378,"C1","TFAP4",0
"HIF1A_24",3e-04,0.747940026411192,"C1","HIF1A",0
"TCFL5_25",0,0.579518970710276,"C1","TCFL5",0
"USF2_26",0.0728,0.942597847582544,"C1","USF2",0
"AHR_28",0.0064,0.873791668940758,"C1","AHR",0
"SIM1_31",0.1257,0.932671027265536,"C1","SIM1",0
"HAND1_33",0.0256,0.924782731379203,"C1","HAND1",0
"HES1_34",0,0.80303582870967,"C1","HES1",0
"ID2_35",0.0302,0.893180758390946,"C1","ID2",0
"EPAS1_36",0.0068,0.915748082511982,"C1","EPAS1",0
"MYCL1_37",0.1397,0.962109280433151,"C1","MYCL1",0
"ID3_38",0.0112,0.925575065705803,"C1","ID3",0
"MYOG_41",0.0219,0.945852762861784,"C1","MYOG",0
"TWIST1_42",4e-04,0.87981644482211,"C1","TWIST1",0
"BHLHE41_44",0.0982,0.927940304237993,"C1","BHLHE41",0
"ID1_47",0.0302,0.893180758390946,"C1","ID1",0
"MYOD1_48",0.0016,0.901122941649828,"C1","MYOD1",0
"NPAS1_49",0.1257,0.932671027265536,"C1","NPAS1",0
"ARNTL_50",0.0679,0.918336608974145,"C1","ARNTL",0
"BHLHE40_51",0.0012,0.791229047111346,"C1","BHLHE40",0
"HEY2_54",0.0328,0.892199146059459,"C1","HEY2",0
"MYC_55",0.046,0.925799407276367,"C1","MYC",0
"TCF12_56",0,0.877117867780309,"C1","TCF12",0
"ARNT_57",0.0577,0.893048471711964,"C1","ARNT",0
"FERD3L_58",0.0856,0.960339925042035,"C1","FERD3L",0
"NPAS3_59",0.1257,0.932671027265536,"C1","NPAS3",0
"SIM2_61",0.1257,0.932671027265536,"C1","SIM2",0
"NEUROD1_63",0,0.82875606740893,"C1","NEUROD1",0
"TCF23_64",0.1522,0.957810098646601,"C1","TCF23",0
"HEYL_65",0.1336,0.955428504710807,"C1","HEYL",0
"HAND2_66",0.0256,0.924782731379203,"C1","HAND2",0
"EBF1_67",0.0107,0.936866407227943,"C1","EBF1",0
"HEY1_68",0.0353,0.896567632661708,"C1","HEY1",0
"MESP1_69",0.0207,0.929269187652409,"C1","MESP1",0
"ATOH8_71",1e-04,0.856858172959022,"C1","ATOH8",0
"NHLH1_74",0.0102,0.914601329189562,"C1","NHLH1",0
"ID4_75",0.0112,0.925575065705803,"C1","ID4",0
"ARNT2_76",0,0.807944981746106,"C1","ARNT2",0
"HES7_83",0.0136,0.873111298065934,"C1","HES7",0
"ASCL2_89",0.0803,0.954628005295615,"C1","ASCL2",0
"MESP2_94",0.0207,0.929269187652409,"C1","MESP2",0
"HES4_95",0,0.660712218097066,"C1","HES4",0
"TCF4_97",1e-04,0.866072509072632,"C1","TCF4",0
"HES5_98",0.0327,0.90184155991266,"C1","HES5",0
"ENSG00000250811_102",0.1257,0.932671027265536,"C1","ENSG00000250811",0
"FOSL2_105",0,0.527196166333857,"C1","FOSL2",0
"CEBPE_107",0.0066,0.876288858242355,"C1","CEBPE",0
"BACH2_113",0,0.54264496131813,"C1","BACH2",0
"NFE2L2_115",2e-04,0.874453639647385,"C1","NFE2L2",0
"ATF6_116",0,0.751430571723692,"C1","ATF6",0
"CREB1_117",0,0.607510308470229,"C1","CREB1",0
"ATF1_118",0.0152,0.843152109902661,"C1","ATF1",0
"NFE2_119",0,0.766969408636869,"C1","NFE2",0
"FOSB_121",0,0.641426341699482,"C1","FOSB",0
"ATF4_122",0.1413,0.969412118651662,"C1","ATF4",0
"JUND_124",0,0.552103981228941,"C1","JUND",0
"JDP2_125",0,0.580761720261465,"C1","JDP2",0
"CEBPG_128",0.004,0.863185636810002,"C1","CEBPG",0
"BATF_129",0.054,0.948311463367048,"C1","BATF",0
"BACH1_130",0,0.606574895108233,"C1","BACH1",0
"CREB3L1_131",0.0229,0.883465790989745,"C1","CREB3L1",0
"ATF3_132",0.0842,0.939915552549976,"C1","ATF3",0
"FOS_137",0,0.553381714534852,"C1","FOS",0
"JUNB_139",0,0.529947053256095,"C1","JUNB",0
"CEBPB_140",0,0.821464647199847,"C1","CEBPB",0
"FOSL1_142",0,0.53970509057318,"C1","FOSL1",0
"JUN_143",0,0.54279695988821,"C1","JUN",0
"MAFA_146",0.001,0.901153135810663,"C1","MAFA",0
"ZEB1_157",0.1511,0.979572327528091,"C1","ZEB1",0
"ZFX_158",0,0.748507745801828,"C1","ZFX",0
"ZNF263_159",0,0.823769746080338,"C1","ZNF263",0
"HIVEP2_160",0.0309,0.923895370553993,"C1","HIVEP2",0
"SNAI2_161",0,0.815111283314366,"C1","SNAI2",0
"ZIC2_162",0.0142,0.912868862346467,"C1","ZIC2",0
"ZNF76_164",0.0029,0.911977388848082,"C1","ZNF76",0
"KLF6_165",0,0.624104222216462,"C1","KLF6",0
"ZFY_166",0,0.860873962915981,"C1","ZFY",0
"GLI2_167",0.107,0.963396659155312,"C1","GLI2",0
"REST_168",1e-04,0.866504919964681,"C1","REST",0
"MZF1_171",7e-04,0.904976424827886,"C1","MZF1",0
"PATZ1_172",0,0.816298299843741,"C1","PATZ1",0
"YY1_173",3e-04,0.847881912259898,"C1","YY1",0
"KLF8_174",0.001,0.89147161182072,"C1","KLF8",0
"KLF5_175",0,0.845272018310529,"C1","KLF5",0
"ZNF423_176",0.0487,0.929975856236175,"C1","ZNF423",0
"CTCF_177",0,0.677016776689523,"C1","CTCF",0
"MAZ_178",0,0.803362991361491,"C1","MAZ",0
"SP4_180",0,0.667189660228876,"C1","SP4",0
"GLIS3_183",0.02,0.890556687279475,"C1","GLIS3",0
"GLI1_186",0.1465,0.97615466791462,"C1","GLI1",0
"BCL6_187",0.1132,0.970376732137864,"C1","BCL6",0
"KLF7_189",0,0.697123545896825,"C1","KLF7",0
"PLAGL1_190",0.1089,0.969499243834537,"C1","PLAGL1",0
"KLF12_191",0.1404,0.979861733417575,"C1","KLF12",0
"KLF9_192",0.0125,0.70344178496594,"C1","KLF9",0
"EGR1_195",0,0.576273333004916,"C1","EGR1",0
"EGR2_196",0,0.612062298902627,"C1","EGR2",0
"IKZF4_197",0.0081,0.879433368488335,"C1","IKZF4",0
"CTCFL_198",0,0.619417170034081,"C1","CTCFL",0
"SNAI1_199",0,0.830365966906347,"C1","SNAI1",0
"RREB1_200",0.0322,0.96317294480381,"C1","RREB1",0
"GLIS2_201",0,0.69531227419475,"C1","GLIS2",0
"ZBTB1_203",0,0.585564470246236,"C1","ZBTB1",0
"KLF16_205",0,0.750373037539557,"C1","KLF16",0
"EGR4_207",0,0.713639943692961,"C1","EGR4",0
"KLF4_208",0,0.865020426938504,"C1","KLF4",0
"ZNF740_209",0,0.855630805277673,"C1","ZNF740",0
"ZIC5_210",0,0.730296571975565,"C1","ZIC5",0
"ZIC1_213",0.0053,0.864712992588661,"C1","ZIC1",0
"ZIC3_215",0.0514,0.941202383126442,"C1","ZIC3",0
"ZBTB7B_216",0,0.686814635603329,"C1","ZBTB7B",0
"ZNF75A_219",0.0406,0.946246500798167,"C1","ZNF75A",0
"ZNF281_221",0,0.79921370863515,"C1","ZNF281",0
"ZNF148_222",0,0.782156958148862,"C1","ZNF148",0
"KLF15_223",0,0.751424109800854,"C1","KLF15",0
"ZNF691_224",0.0971,0.953591597645695,"C1","ZNF691",0
"ZNF589_225",0.0012,0.814560619227513,"C1","ZNF589",0
"SP8_226",0,0.754984766228571,"C1","SP8",0
"ZNF219_229",0,0.813471120366233,"C1","ZNF219",0
"ZNF202_230",0.0306,0.924445737815978,"C1","ZNF202",0
"SP2_232",0,0.72433695674536,"C1","SP2",0
"E4F1_234",2e-04,0.644083347191736,"C1","E4F1",0
"ZBTB49_235",0.0503,0.921056405540883,"C1","ZBTB49",0
"HIC2_236",0.1299,0.973180503160029,"C1","HIC2",0
"KLF13_238",1e-04,0.82066798955388,"C1","KLF13",0
"SP7_241",0,0.754984766228571,"C1","SP7",0
"SCRT1_242",0.014,0.897626289193015,"C1","SCRT1",0
"HINFP_245",0.0053,0.735589925383802,"C1","HINFP",0
"SP3_247",0,0.786077332497849,"C1","SP3",0
"INSM1_248",0,0.834194853996139,"C1","INSM1",0
"ZBTB4_249",9e-04,0.839122339861176,"C1","ZBTB4",0
