"TF","mlog10p","Enrichment","celltype","TF_prefix","mlog10padj"
"GATA6_387",2.7383,1.21948925291772,"C4","GATA6",1.78395248164763
"HOXB2_532",2.7284,1.23063086308996,"C4","HOXB2",1.78161594197893
"SOX2_769",2.7255,1.17358782384957,"C4","SOX2",1.78161594197893
"HLX_478",2.6989,1.17562567557198,"C4","HLX",1.75938074738138
"NFE2L1_106",2.6738,1.18038881262639,"C4","NFE2L1",1.7428809191433
"NFE2L3_845",2.6738,1.18038881262639,"C4","NFE2L3",1.7428809191433
"BPTF_812",2.6668,1.11284503802434,"C4","BPTF",1.74011797208655
"ARID5A_9",2.6062,1.14260374394722,"C4","ARID5A",1.68371408668016
"VSX1_408",2.5806,1.24559148918592,"C4","VSX1",1.66570450286833
"NKX61_502",2.5718,1.11435417625273,"C4","NKX61",1.66570450286833
"HMG20B_748",2.5743,1.11953435626906,"C4","HMG20B",1.66570450286833
"SOX14_765",2.5759,1.18835185900958,"C4","SOX14",1.66570450286833
"SOX1_770",2.545,1.13831591145361,"C4","SOX1",1.64290724532201
"SOX21_755",2.5372,1.16058079407827,"C4","SOX21",1.63907343253961
"LHX4_450",2.5281,1.20636799992743,"C4","LHX4",1.63779877005156
"CDC5L_646",2.5295,1.18119241602404,"C4","CDC5L",1.63779877005156
"LMX1B_479",2.5039,1.16687944640788,"C4","LMX1B",1.6265387366083
"AC0125311_531",2.5059,1.1596470838801,"C4","AC0125311",1.6265387366083
"HOXC10_548",2.5016,1.12975190717111,"C4","HOXC10",1.6265387366083
"HOXA4_863",2.5059,1.1596470838801,"C4","HOXA4",1.6265387366083
"ONECUT3_296",2.4588,1.13166955572149,"C4","ONECUT3",1.58746660912754
"FOXC2_370",2.4299,1.16214216390383,"C4","FOXC2",1.56226275468751
"FOXB2_380",2.4196,1.12886971600263,"C4","FOXB2",1.55562770877391
"HNF1A_473",2.4095,1.14382901469205,"C4","HNF1A",1.54916199342901
"FOXD3_377",2.384,1.091994316261,"C4","FOXD3",1.52726611769783
"OTP_530",2.3691,1.22702973366079,"C4","OTP",1.51594057805613
"EOMES_788",2.3347,1.15843661255256,"C4","EOMES",1.48508585882078
"RUNX2_732",2.3201,1.09456752964376,"C4","RUNX2",1.47749076038944
"ENSG00000250096_734",2.3201,1.09456752964376,"C4","ENSG00000250096",1.47749076038944
"HOXB7_446",2.3029,1.15956258675629,"C4","HOXB7",1.46375129249894
"UNCX_507",2.2873,1.14301336654708,"C4","UNCX",1.45158446833734
"HOXB3_447",2.2831,1.1915561750659,"C4","HOXB3",1.45079071702925
"CREB5_127",2.2602,1.21196575255558,"C4","CREB5",1.43913238834847
"MAFG_148",2.2601,1.1844781042842,"C4","MAFG",1.43913238834847
"DMRT1_305",2.2611,1.17341787063667,"C4","DMRT1",1.43913238834847
"BRCA1_319",2.2576,1.15711219034654,"C4","BRCA1",1.43913238834847
"NFATC2_716",2.2548,1.11566310078666,"C4","NFATC2",1.43913238834847
"EMX2_525",2.2124,1.25386084578458,"C4","EMX2",1.39998554574619
"VSX2_442",2.1975,1.22079702962497,"C4","VSX2",1.38831451587639
"TBX2_783",2.1906,1.17948048131598,"C4","TBX2",1.3846196557516
"CPEB1_815",2.1764,1.08432189117937,"C4","CPEB1",1.37360131453779
"NAIF1_637",2.1724,1.36006462654279,"C4","NAIF1",1.37275983378262
"GATA3_384",2.1648,1.16118961485311,"C4","GATA3",1.36829554763548
"SOX7_766",2.1597,1.13982683161131,"C4","SOX7",1.36630878305962
"T_789",2.154,1.16886811850656,"C4","T",1.36369986003676
"TBX5_781",2.1448,1.14153727223915,"C4","TBX5",1.36061678484644
"TBX4_784",2.1448,1.14153727223915,"C4","TBX4",1.36061678484644
"DLX6_397",2.0956,1.21083803757917,"C4","DLX6",1.32295769467455
"PDX1_482",2.0996,1.17963485918521,"C4","PDX1",1.32295769467455
"AL7735441_836",2.0835,1.10374315518952,"C4","AL7735441",1.32295769467455
"CR3882292_837",2.0835,1.10374315518952,"C4","CR3882292",1.32295769467455
"AL6628334_838",2.0835,1.10374315518952,"C4","AL6628334",1.32295769467455
"CR7598154_839",2.0835,1.10374315518952,"C4","CR7598154",1.32295769467455
"BX0885802_840",2.0835,1.10374315518952,"C4","BX0885802",1.32295769467455
"CR8477943_864",2.0835,1.10374315518952,"C4","CR8477943",1.32295769467455
"LBX1_481",2.0757,1.19095815985784,"C4","LBX1",1.31802433532615
"MEOX2_421",2.0675,1.16420671685436,"C4","MEOX2",1.31267217819898
"ARID5B_7",2.0592,1.16288597496458,"C4","ARID5B",1.31001244555167
"DMRT3_304",2.0597,1.17308057359186,"C4","DMRT3",1.31001244555167
"TCF21_39",2.0536,1.16062228784996,"C4","TCF21",1.30998039979061
"ENSG00000187728_92",2.0536,1.16062228784996,"C4","ENSG00000187728",1.30998039979061
"LHX3_424",2.0448,1.11906055284636,"C4","LHX3",1.30427787170183
"NFIC_740",2.0424,1.06158646196245,"C4","NFIC",1.30427787170183
"HOXB8_444",2.0163,1.15432305099198,"C4","HOXB8",1.28629576192401
"SOX3_759",2.019,1.13279188863973,"C4","SOX3",1.28629576192401
"SOX13_761",2.0177,1.15040257267792,"C4","SOX13",1.28629576192401
"DLX1_487",1.9864,1.19472649911305,"C4","DLX1",1.25906835178534
"NRL_123",1.9769,1.13102653327694,"C4","NRL",1.25222459542908
"ARID3C_10",1.9671,1.09437307094358,"C4","ARID3C",1.24969721852896
"FOXQ1_363",1.9668,1.10155298394711,"C4","FOXQ1",1.24969721852896
"POU2F1_614",1.9665,1.11061258030407,"C4","POU2F1",1.24969721852896
"TBR1_786",1.9613,1.1362184945868,"C4","TBR1",1.24709002910724
"NEUROG3_43",1.947,1.23257070190465,"C4","NEUROG3",1.23536745199506
"DMRTA2_306",1.9289,1.14501644503703,"C4","DMRTA2",1.22237685777354
"TBX1_792",1.9299,1.09659557179117,"C4","TBX1",1.22237685777354
"ZNF354C_256",1.9182,1.06808826370251,"C4","ZNF354C",1.21571879606768
"POU6F1_551",1.9168,1.12255171759209,"C4","POU6F1",1.21571879606768
"SOX5_758",1.9122,1.14650846199818,"C4","SOX5",1.21571879606768
"SOX6_868",1.9122,1.14650846199818,"C4","SOX6",1.21571879606768
"NFATC4_715",1.9089,1.09224910183251,"C4","NFATC4",1.21489341519553
"FOXA2_355",1.8855,1.08843665398772,"C4","FOXA2",1.20603183711181
"VTN_430",1.8836,1.15598253142513,"C4","VTN",1.20603183711181
"CDX1_435",1.8888,1.10943785939407,"C4","CDX1",1.20603183711181
"EMX1_474",1.8831,1.22391953812861,"C4","EMX1",1.20603183711181
"VENTX_490",1.8924,1.15243266409438,"C4","VENTX",1.20603183711181
"POU3F3_620",1.8924,1.09780191247761,"C4","POU3F3",1.20603183711181
"SOX12_768",1.8965,1.11718181506117,"C4","SOX12",1.20603183711181
"MECOM_169",1.8778,1.13350558741444,"C4","MECOM",1.20309857039092
"FOXJ2_350",1.8749,1.07819835741733,"C4","FOXJ2",1.2025524757844
"HOXC9_547",1.8605,1.13301195713899,"C4","HOXC9",1.19282235391788
"NFATC3_713",1.8627,1.10534851101919,"C4","NFATC3",1.19282235391788
"DUXA_564",1.8555,1.13589804416942,"C4","DUXA",1.19013859664506
"HOXA13_418",1.8477,1.11235005271823,"C4","HOXA13",1.18464255155463
"LHX2_422",1.8408,1.19136851670506,"C4","LHX2",1.18003434833421
"FOXI2_375",1.7935,1.07933171016459,"C4","FOXI2",1.13698197608493
"NKX62_862",1.7932,1.1254357741425,"C4","NKX62",1.13698197608493
"TAL1_62",1.7881,1.12012469013963,"C4","TAL1",1.13638247731161
"TAL2_822",1.7881,1.12012469013963,"C4","TAL2",1.13638247731161
"ONECUT2_293",1.7854,1.12710281722409,"C4","ONECUT2",1.1359153587439
"GATA5_385",1.7808,1.14493581264744,"C4","GATA5",1.13574697354297
"HOXD3_461",1.7812,1.16614985169719,"C4","HOXD3",1.13574697354297
"HDX_511",1.7688,1.10180466284981,"C4","HDX",1.12594593764291
"FOXS1_372",1.7109,1.08820242262641,"C4","FOXS1",1.08966873227228
"PHOX2B_431",1.6834,1.12216027079323,"C4","PHOX2B",1.08966873227228
"HOXD13_465",1.682,1.10019586218887,"C4","HOXD13",1.08966873227228
"ENSG00000215754_570",1.6649,1.11495602098467,"C4","ENSG00000215754",1.08966873227228
"ENSG00000217642_571",1.6649,1.11495602098467,"C4","ENSG00000217642",1.08966873227228
"ENSG00000224558_572",1.6649,1.11495602098467,"C4","ENSG00000224558",1.08966873227228
"ENSG00000225958_574",1.6649,1.11495602098467,"C4","ENSG00000225958",1.08966873227228
"ENSG00000226866_576",1.6649,1.11495602098467,"C4","ENSG00000226866",1.08966873227228
"DUX4L5_578",1.6649,1.11495602098467,"C4","DUX4L5",1.08966873227228
"ENSG00000227522_579",1.6649,1.11495602098467,"C4","ENSG00000227522",1.08966873227228
"DUX4L2_580",1.6649,1.11495602098467,"C4","DUX4L2",1.08966873227228
"DUX4L3_581",1.6649,1.11495602098467,"C4","DUX4L3",1.08966873227228
"DUX4L6_582",1.6649,1.11495602098467,"C4","DUX4L6",1.08966873227228
"ENSG00000228710_583",1.6649,1.11495602098467,"C4","ENSG00000228710",1.08966873227228
"CT4768282_585",1.6649,1.11495602098467,"C4","CT4768282",1.08966873227228
"ENSG00000230380_586",1.6649,1.11495602098467,"C4","ENSG00000230380",1.08966873227228
"ENSG00000230776_587",1.6649,1.11495602098467,"C4","ENSG00000230776",1.08966873227228
"AL5921702_588",1.6649,1.11495602098467,"C4","AL5921702",1.08966873227228
"ENSG00000232923_590",1.6649,1.11495602098467,"C4","ENSG00000232923",1.08966873227228
"ENSG00000233294_591",1.6649,1.11495602098467,"C4","ENSG00000233294",1.08966873227228
"ENSG00000233361_592",1.6649,1.11495602098467,"C4","ENSG00000233361",1.08966873227228
"ENSG00000233698_593",1.6649,1.11495602098467,"C4","ENSG00000233698",1.08966873227228
"ENSG00000233794_594",1.6649,1.11495602098467,"C4","ENSG00000233794",1.08966873227228
"ENSG00000234550_596",1.6649,1.11495602098467,"C4","ENSG00000234550",1.08966873227228
"ENSG00000236207_598",1.6649,1.11495602098467,"C4","ENSG00000236207",1.08966873227228
"ENSG00000237516_601",1.6649,1.11495602098467,"C4","ENSG00000237516",1.08966873227228
"ENSG00000250589_602",1.6649,1.11495602098467,"C4","ENSG00000250589",1.08966873227228
"DUX4_603",1.6649,1.11495602098467,"C4","DUX4",1.08966873227228
"PAX2_606",1.6837,1.22031241760061,"C4","PAX2",1.08966873227228
"NR2E3_657",1.6637,1.07080174582534,"C4","NR2E3",1.08966873227228
"SOX4_754",1.6715,1.10625665705481,"C4","SOX4",1.08966873227228
"TBX10_791",1.7134,1.10574589941696,"C4","TBX10",1.08966873227228
"DUX1_859",1.6649,1.11495602098467,"C4","DUX1",1.08966873227228
"DUX3_860",1.6649,1.11495602098467,"C4","DUX3",1.08966873227228
"FOXL1_369",1.6593,1.11712110330754,"C4","FOXL1",1.0871366684074
"DMRT2_307",1.6543,1.10283550989563,"C4","DMRT2",1.08399660479152
"PHOX2A_512",1.6394,1.11509146958882,"C4","PHOX2A",1.07094860965312
"EN2_506",1.633,1.15612825140917,"C4","EN2",1.06639275035149
"HOXC13_452",1.6251,1.08930404141385,"C4","HOXC13",1.06032909339149
"OLIG2_100",1.618,1.19904809065797,"C4","OLIG2",1.05505770443789
"ATF2_114",1.6139,1.37924941724466,"C4","ATF2",1.05277864832952
"LHX5_406",1.594,1.11774323312475,"C4","LHX5",1.03649778995625
"LHX1_469",1.594,1.11774323312475,"C4","LHX1",1.03649778995625
"NKX22_458",1.5857,1.11206213366565,"C4","NKX22",1.03137057372011
"NEUROD4_820",1.5835,1.19073947994141,"C4","NEUROD4",1.03137057372011
"NEUROD6_821",1.5835,1.19073947994141,"C4","NEUROD6",1.03137057372011
"RARB_659",1.5797,1.09048237535542,"C4","RARB",1.02934683174591
"HOXA1_413",1.5642,1.16807201885701,"C4","HOXA1",1.01561585448476
"OLIG3_79",1.5453,1.17782805039616,"C4","OLIG3",0.998480094477118
"FOXJ3_378",1.5435,1.07924728282994,"C4","FOXJ3",0.998480094477118
"HOXA11_395",1.5418,1.15574380178593,"C4","HOXA11",0.998480094477118
"TBX21_780",1.5392,1.19702750963416,"C4","TBX21",0.997620756053419
"DLX3_403",1.5298,1.16416816459231,"C4","DLX3",0.995921254719662
"DLX4_429",1.5298,1.16416816459231,"C4","DLX4",0.995921254719662
"DLX2_438",1.5298,1.16416816459231,"C4","DLX2",0.995921254719662
"PBX2_563",1.5188,1.10954816341667,"C4","PBX2",0.995921254719662
"AL8454643_566",1.5188,1.10954816341667,"C4","AL8454643",0.995921254719662
"BX2846861_573",1.5188,1.10954816341667,"C4","BX2846861",0.995921254719662
"CR8124782_575",1.5188,1.10954816341667,"C4","CR8124782",0.995921254719662
"BX9272396_589",1.5188,1.10954816341667,"C4","BX9272396",0.995921254719662
"CR9338788_599",1.5188,1.10954816341667,"C4","CR9338788",0.995921254719662
"AL6628305_600",1.5188,1.10954816341667,"C4","AL6628305",0.995921254719662
"HSF1_627",1.5222,1.11247719324305,"C4","HSF1",0.995921254719662
"GRHL1_391",1.5105,1.22078530753529,"C4","GRHL1",0.990936495871139
"ISL2_496",1.5108,1.1449347237475,"C4","ISL2",0.990936495871139
"PKNOX1_497",1.4873,1.10413781692497,"C4","PKNOX1",0.969384674251213
"MEOX1_396",1.485,1.15422596946359,"C4","MEOX1",0.968726621318189
"TBP_793",1.4743,1.10853622809154,"C4","TBP",0.959662384012448
"NOTO_567",1.4677,1.1662923375545,"C4","NOTO",0.954692008745957
"LMX1A_499",1.4645,1.13766584494883,"C4","LMX1A",0.95311554141017
"BHLHE22_86",1.4394,1.16079168095787,"C4","BHLHE22",0.931244511540369
"HOXD12_524",1.4407,1.08760825384001,"C4","HOXD12",0.931244511540369
"LCOR_711",1.4375,1.09833651287326,"C4","LCOR",0.930950038255787
"HOXC12_454",1.4299,1.08450753527652,"C4","HOXC12",0.92494965141558
"HOXA5_416",1.4252,1.11346694004136,"C4","HOXA5",0.921843394422138
"HNF1B_428",1.4176,1.11919127445027,"C4","HNF1B",0.915831310201769
"CDX4_467",1.4156,1.10929618427283,"C4","CDX4",0.915413441211644
"MEIS1_486",1.4132,1.09590237704868,"C4","MEIS1",0.914589829446599
"TCF23_64",1.4025,1.16777573370196,"C4","TCF23",0.90546051644583
"HMGA2_13",1.3754,1.12574428175602,"C4","HMGA2",0.880638778723601
"CIC_749",1.373,1.0921048664979,"C4","CIC",0.880638778723601
"HLTF_802",1.3732,1.081303625331,"C4","HLTF",0.880638778723601
"ZEB1_157",1.3607,1.0740779159659,"C4","ZEB1",0.871329855700743
"HOXA7_451",1.3606,1.16238379024604,"C4","HOXA7",0.871329855700743
"NEUROG2_81",1.3497,1.15091217189478,"C4","NEUROG2",0.861967182905672
"GFI1_220",1.3411,1.08714219952447,"C4","GFI1",0.854899087428419
"ENSG00000229544_584",1.3374,1.16486695140689,"C4","ENSG00000229544",0.854246780510424
"HBP1_752",1.3376,1.13053131595361,"C4","HBP1",0.854246780510424
"PRDM16_211",1.3224,1.08803407611151,"C4","PRDM16",0.840762644115374
"MGA_103",1.3199,1.09074226234182,"C4","MGA",0.839773235140612
"ARX_394",1.3102,1.09559158274477,"C4","ARX",0.831578745280337
"AIRE_736",1.3087,1.09783031667756,"C4","AIRE",0.831578745280337
"MYF6_30",1.2754,1.10225775037333,"C4","MYF6",0.803728077793539
"HOXD10_463",1.2773,1.06961314896914,"C4","HOXD10",0.803728077793539
"PKNOX2_513",1.2749,1.08773120514725,"C4","PKNOX2",0.803728077793539
"POU6F2_612",1.2761,1.10974826227392,"C4","POU6F2",0.803728077793539
"TGIF1_541",1.2661,1.09016032856221,"C4","TGIF1",0.796402763359545
"SOX9_756",1.2477,1.09251197283603,"C4","SOX9",0.77947245844032
"STAT5A_774",1.2432,1.09377333733206,"C4","STAT5A",0.776437196698594
"ATOH7_84",1.2385,1.14124953951429,"C4","ATOH7",0.776323375883686
"NEUROG1_87",1.2355,1.15140698668883,"C4","NEUROG1",0.776323375883686
"FOXH1_362",1.2346,1.09369296784958,"C4","FOXH1",0.776323375883686
"TGIF2_441",1.2344,1.10434805919653,"C4","TGIF2",0.776323375883686
"NKX63_509",1.2398,1.10335061951133,"C4","NKX63",0.776323375883686
"LEF1_760",1.2402,1.0740458867645,"C4","LEF1",0.776323375883686
"BCL6B_218",1.2311,1.08781024923358,"C4","BCL6B",0.774454330990135
"DRGX_516",1.2287,1.09100796180001,"C4","DRGX",0.773480586728167
"FOXP3_348",1.2081,1.08905892456766,"C4","FOXP3",0.768267829999785
"FOXP1_353",1.2093,1.09064588861055,"C4","FOXP1",0.768267829999785
"FOXP4_358",1.2093,1.09064588861055,"C4","FOXP4",0.768267829999785
"FOXO1_361",1.2093,1.09064588861055,"C4","FOXO1",0.768267829999785
"FOXG1_368",1.2093,1.09064588861055,"C4","FOXG1",0.768267829999785
"POU2F2_609",1.2146,1.07620169487079,"C4","POU2F2",0.768267829999785
"FOXD4L3_832",1.2081,1.08905892456766,"C4","FOXD4L3",0.768267829999785
"FOXD4L5_833",1.2081,1.08905892456766,"C4","FOXD4L5",0.768267829999785
"FOXD4L6_834",1.2081,1.08905892456766,"C4","FOXD4L6",0.768267829999785
"FOXD4L4_856",1.2081,1.08905892456766,"C4","FOXD4L4",0.768267829999785
"FOXD4L2_857",1.2081,1.08905892456766,"C4","FOXD4L2",0.768267829999785
"DBX2_554",1.205,1.11316498708291,"C4","DBX2",0.766540009599133
"HSF2_623",1.2027,1.08588248423494,"C4","HSF2",0.765607867365814
"SOX11_767",1.2002,1.08615492971315,"C4","SOX11",0.764471430438563
"TWIST2_101",1.17,1.10700484990675,"C4","TWIST2",0.739183269712484
"IKZF4_197",1.1695,1.09974204121637,"C4","IKZF4",0.739183269712484
"IKZF1_270",1.1695,1.09974204121637,"C4","IKZF1",0.739183269712484
"ZFHX2_477",1.1722,1.14124424359446,"C4","ZFHX2",0.739183269712484
"STAT3_777",1.1664,1.06606984966527,"C4","STAT3",0.737425757587994
"FOXO3_354",1.1594,1.09730980763489,"C4","FOXO3",0.737076645331356
"FOXE3_376",1.1594,1.09730980763489,"C4","FOXE3",0.737076645331356
"FOXD1_382",1.1594,1.09730980763489,"C4","FOXD1",0.737076645331356
"ALX1_545",1.1618,1.08958531195648,"C4","ALX1",0.737076645331356
"GMEB2_735",1.1622,1.29496929945074,"C4","GMEB2",0.737076645331356
"FOXF2_359",1.1563,1.08599039817794,"C4","FOXF2",0.735294687259269
"AC2261502_577",1.148,1.1050225491409,"C4","AC2261502",0.7283087411571
"FOXN3_829",1.1329,1.07374868966602,"C4","FOXN3",0.717127214192946
"FOXN2_854",1.1329,1.07374868966602,"C4","FOXN2",0.717127214192946
"FOXL2_855",1.1329,1.07374868966602,"C4","FOXL2",0.717127214192946
"ZSCAN16_277",1.1175,1.08707278444352,"C4","ZSCAN16",0.703025554418227
"CDX2_514",1.1106,1.06957284409619,"C4","CDX2",0.697420024771225
"ZNF410_193",1.1002,1.10341870201777,"C4","ZNF410",0.68831064825272
"BARX2_400",1.0978,1.08485758019191,"C4","BARX2",0.687680445584464
"RORA_658",1.097,1.08777550940649,"C4","RORA",0.687680445584464
"GFI1B_228",1.0918,1.07810376089682,"C4","GFI1B",0.683759664423637
"FOXK1_364",1.0846,1.07614588804312,"C4","FOXK1",0.679106853437516
"KIAA0415_381",1.0846,1.07614588804312,"C4","KIAA0415",0.679106853437516
"OVOL1_246",1.0778,1.10299618263635,"C4","OVOL1",0.673899842454656
"HOXA6_417",1.0756,1.0956033637639,"C4","HOXA6",0.673899842454656
"SIX5_540",1.0761,1.07723599011692,"C4","SIX5",0.673899842454656
"NR2E1_665",1.0708,1.05438746737622,"C4","NR2E1",0.670910222172255
"NR1I2_682",1.0701,1.06373333696436,"C4","NR1I2",0.670910222172255
"MIXL1_553",1.0665,1.10277525114816,"C4","MIXL1",0.668559991327962
"FOXA3_366",1.0633,1.05082054994816,"C4","FOXA3",0.666606174340561
"MITF_91",1.0592,1.07095357291493,"C4","MITF",0.663748791731657
"POU3F4_619",1.0524,1.07264147203833,"C4","POU3F4",0.658187863847206
