"TF","mlog10p","Enrichment","celltype","TF_prefix","mlog10padj"
"ISL1_398",1.0484,1.1024738630459,"C4","ISL1",0.655423410859513
"GLI3_182",1.0437,1.06841641647927,"C4","GLI3",0.651955452769204
"NEUROD2_73",1.0419,1.16131923360791,"C4","NEUROD2",0.651384009407169
"LIN54_297",1.0384,1.05871700524522,"C4","LIN54",0.649109100436476
"ZNF232_233",1.0236,1.08175831236613,"C4","ZNF232",0.636748963493575
"SOX30_747",1.0246,1.07343860780252,"C4","SOX30",0.636748963493575
"YBX2_827",1.0181,1.06738895720737,"C4","YBX2",0.633675195959701
"CSDA_828",1.0181,1.06738895720737,"C4","CSDA",0.633675195959701
"HMBOX1_488",1.0091,1.12101871384254,"C4","HMBOX1",0.625883248148669
"MAF_144",1.0043,1.08239640332014,"C4","MAF",0.622287949287039
"BHLHE23_45",0.9949,1.14134252640267,"C4","BHLHE23",0.617673611837856
"ZKSCAN1_181",0.995,1.12585320718241,"C4","ZKSCAN1",0.617673611837856
"TGIF2LX_492",0.9956,1.08585499423509,"C4","TGIF2LX",0.617673611837856
"TGIF2LY_538",0.9956,1.08585499423509,"C4","TGIF2LY",0.617673611837856
"DMRTC2_852",0.9713,1.0830196994746,"C4","DMRTC2",0.595261832775792
"TCF7L2_762",0.9701,1.06374496420566,"C4","TCF7L2",0.595246811633471
"ARID3B_8",0.9554,1.05929552038507,"C4","ARID3B",0.582607113540442
"NR1D1_673",0.9551,1.06414115818659,"C4","NR1D1",0.582607113540442
"STAT1_773",0.9502,1.05524132663928,"C4","STAT1",0.578882471448376
"FOXK2_360",0.9481,1.07380893003114,"C4","FOXK2",0.577954656996428
"AR_689",0.9468,1.11644452631084,"C4","AR",0.577823687263279
"GATA4_386",0.9382,1.07139863252258,"C4","GATA4",0.571352349581862
"ALX4_401",0.938,1.07540021962772,"C4","ALX4",0.571352349581862
"PROP1_535",0.9186,1.06553176135985,"C4","PROP1",0.5531120151091
"TWIST1_42",0.9108,1.05046372790964,"C4","TWIST1",0.546468592309043
"ENO1_803",0.9059,1.05922797803657,"C4","ENO1",0.542722097587174
"ZBTB47_188",0.899,1.07464914309229,"C4","ZBTB47",0.538119957349454
"ZNF652_278",0.899,1.07464914309229,"C4","ZNF652",0.538119957349454
"CUX2_292",0.8941,1.11387589585199,"C4","CUX2",0.534364343998192
"NKX23_443",0.891,1.07904187887829,"C4","NKX23",0.532405723057001
"NR3C2_685",0.885,1.07725595190335,"C4","NR3C2",0.52754411029309
"HES5_98",0.8838,1.08849411857006,"C4","HES5",0.527479521350004
"ESX1_455",0.8814,1.10150795933395,"C4","ESX1",0.526211971748912
"ZNF187_849",0.8796,1.13084308081026,"C4","ZNF187",0.525541476889882
"HMX2_558",0.8697,1.06766751132821,"C4","HMX2",0.516768052053136
"POU2F3_613",0.8564,1.05747094271405,"C4","POU2F3",0.504591712400293
"ID3_38",0.8466,1.04627061412861,"C4","ID3",0.497030348707089
"ID4_75",0.8466,1.04627061412861,"C4","ID4",0.497030348707089
"HOXD1_460",0.8432,1.09262660505214,"C4","HOXD1",0.495857504777248
"TP63_704",0.8434,1.05514786897342,"C4","TP63",0.495857504777248
"ATOH8_71",0.8376,1.04880971174323,"C4","ATOH8",0.491366814401839
"ZNF238_260",0.8338,1.05359417553836,"C4","ZNF238",0.489776969206956
"ZBTB42_261",0.8338,1.05359417553836,"C4","ZBTB42",0.489776969206956
"GSX1_522",0.8255,1.07646530533315,"C4","GSX1",0.482577843007842
"TCF15_46",0.817,1.05342339667405,"C4","TCF15",0.481706800465852
"SCXB_93",0.817,1.05342339667405,"C4","SCXB",0.481706800465852
"SCXA_96",0.817,1.05342339667405,"C4","SCXA",0.481706800465852
"MSX2_449",0.8171,1.09056349902361,"C4","MSX2",0.481706800465852
"LBX2_543",0.817,1.09091403103166,"C4","LBX2",0.481706800465852
"BSX_559",0.8171,1.09056349902361,"C4","BSX",0.481706800465852
"SRY_771",0.8226,1.04230402236293,"C4","SRY",0.481706800465852
"PBX1_555",0.812,1.07580392960796,"C4","PBX1",0.477785793522491
"NANOGP1_835",0.8103,1.08860730588579,"C4","NANOGP1",0.477162112491986
"FOXD4_830",0.8031,1.0546383328217,"C4","FOXD4",0.473175156606602
"FOXD4L1_831",0.8031,1.0546383328217,"C4","FOXD4L1",0.473175156606602
"FOXJ1_853",0.8031,1.0546383328217,"C4","FOXJ1",0.473175156606602
"HOXC11_453",0.7929,1.08435185765372,"C4","HOXC11",0.464040910471262
"POU5F1B_622",0.7846,1.05206125719655,"C4","POU5F1B",0.456804055388723
"BHLHA15_85",0.7788,1.10310532878879,"C4","BHLHA15",0.452064604101117
"TEAD3_795",0.7767,1.05721681977497,"C4","TEAD3",0.451022569257451
"E2F7_316",0.7736,1.07264415448028,"C4","E2F7",0.448977963414516
"ALX3_493",0.7725,1.08546341291729,"C4","ALX3",0.448930799037783
"NR1I3_680",0.7667,1.04864966436847,"C4","NR1I3",0.44418108850228
"FOXC1_349",0.7637,1.04945122608116,"C4","FOXC1",0.443816802355139
"BARHL2_484",0.7632,1.10647745816737,"C4","BARHL2",0.443816802355139
"ZHX1_510",0.7649,1.15310894420063,"C4","ZHX1",0.443816802355139
"NR1D2_841",0.7521,1.06292849268488,"C4","NR1D2",0.433757029156417
"HOMEZ_568",0.7471,1.08251043741284,"C4","HOMEZ",0.430830037779282
"NR6A1_683",0.7478,1.04582753051307,"C4","NR6A1",0.430830037779282
"PAX6_604",0.7443,1.0801815261801,"C4","PAX6",0.429993198343055
"RORC_681",0.7442,1.056962141042,"C4","RORC",0.429993198343055
"CUX1_294",0.7426,1.12404258749789,"C4","CUX1",0.429421114756424
"OLIG1_90",0.74,1.10042926469468,"C4","OLIG1",0.427846603974114
"KLF9_192",0.7357,1.18356891434612,"C4","KLF9",0.424569677431693
"HOXA9_405",0.7298,1.07445615457371,"C4","HOXA9",0.4196903464841
"CREB3L3_104",0.7233,1.07255377523939,"C4","CREB3L3",0.416238039566106
"CREB3_111",0.7233,1.07255377523939,"C4","CREB3",0.416238039566106
"CREB3L4_126",0.7233,1.07255377523939,"C4","CREB3L4",0.416238039566106
"THRA_672",0.7034,1.06648645221738,"C4","THRA",0.397349202960968
"PRRX1_440",0.6992,1.07233864040946,"C4","PRRX1",0.396068643734747
"HOXD11_464",0.6991,1.07672331790419,"C4","HOXD11",0.396068643734747
"SHOX_556",0.6992,1.07233864040946,"C4","SHOX",0.396068643734747
"TERF2_649",0.6964,1.06536601702024,"C4","TERF2",0.394370476893892
"PBX4_861",0.6915,1.05452693799469,"C4","PBX4",0.390470004336019
"SHOX2_521",0.6846,1.07745379505338,"C4","SHOX2",0.385062184351803
"NFAT5_717",0.6841,1.04394356909605,"C4","NFAT5",0.385062184351803
"ZNF384_202",0.671,1.04116945125719,"C4","ZNF384",0.372954857885481
"SMAD3_743",0.6579,1.08901072707436,"C4","SMAD3",0.360845267623503
"FOXO6_379",0.6542,1.05380882225164,"C4","FOXO6",0.358133423867569
"MEIS2_471",0.6515,1.05648080138192,"C4","MEIS2",0.35641933684922
"FERD3L_58",0.6455,1.03733135490489,"C4","FERD3L",0.351403016730473
"POU3F1_618",0.6422,1.05078642936982,"C4","POU3F1",0.349084473604451
"LHX9_485",0.6346,1.05575851180871,"C4","LHX9",0.342463717496001
"FOXP2_356",0.6332,1.03306492910972,"C4","FOXP2",0.342040758362313
"TBX20_790",0.6278,1.04122305358622,"C4","TBX20",0.337615606093523
"PRDM4_185",0.6146,1.03844388212603,"C4","PRDM4",0.327893261156725
"NKX24_457",0.6143,1.05164866466042,"C4","NKX24",0.327893261156725
"NKX11_597",0.6142,1.06237516798355,"C4","NKX11",0.327893261156725
"STAT5B_779",0.6155,1.04049462417655,"C4","STAT5B",0.327893261156725
"RORB_865",0.6088,1.04523996019209,"C4","RORB",0.323457289259342
"TP53_706",0.5955,1.04986326540587,"C4","TP53",0.311119182192764
"HES2_19",0.5852,1.05507344916207,"C4","HES2",0.301778949394213
"TLX2_436",0.5802,1.04261575093894,"C4","TLX2",0.297736600238485
"HESX1_503",0.5747,1.05573523909134,"C4","HESX1",0.293192144038494
"GSX2_546",0.5732,1.0386185217601,"C4","GSX2",0.292645590045816
"PAX4_607",0.5689,1.07071656647022,"C4","PAX4",0.289296947451232
"HOXA3_415",0.5546,1.07348484282892,"C4","HOXA3",0.276893432918643
"PAX7_605",0.5547,1.06194595869911,"C4","PAX7",0.276893432918643
"BBX_753",0.5473,1.06971822934531,"C4","BBX",0.273361738399335
"TBX15_782",0.5479,1.0415386685516,"C4","TBX15",0.273361738399335
"TBX18_869",0.5479,1.0415386685516,"C4","TBX18",0.273361738399335
"TBX22_870",0.5479,1.0415386685516,"C4","TBX22",0.273361738399335
"HMX1_569",0.5411,1.03569305680601,"C4","HMX1",0.268098727936262
"HSFY2_625",0.5371,1.08168832961909,"C4","HSFY2",0.265966664071382
"HSFY1_626",0.5371,1.08168832961909,"C4","HSFY1",0.265966664071382
"KDM2B_299",0.5135,1.09212070535254,"C4","KDM2B",0.243297627947494
"LHX6_423",0.5092,1.04774549701271,"C4","LHX6",0.240853590096465
"LHX8_498",0.5101,1.03900603706558,"C4","LHX8",0.240853590096465
"MSC_82",0.5049,1.02915820156301,"C4","MSC",0.237478605317099
"ENSG00000234254_595",0.499,1.02823605372887,"C4","ENSG00000234254",0.232501654510278
"HOXB4_549",0.4948,1.03298177550447,"C4","HOXB4",0.229222746015469
"HOXB9_529",0.4808,1.02285000857803,"C4","HOXB9",0.217059089055467
"STAT4_775",0.4811,1.03040707963585,"C4","STAT4",0.217059089055467
"RFX1_726",0.4784,1.03493927453878,"C4","RFX1",0.215574357006248
"NPAS4_77",0.4718,1.06348534818379,"C4","NPAS4",0.209887700101875
"RAX_472",0.4691,1.03330690491075,"C4","RAX",0.208099126421495
"RBPJ_291",0.4645,1.0206958549501,"C4","RBPJ",0.2044086439935
"EN1_500",0.4613,1.04143241078089,"C4","EN1",0.202116260795945
"HSF4_624",0.4512,1.02408136927924,"C4","HSF4",0.192921984756969
"NR1H3_656",0.4443,1.02237845223812,"C4","NR1H3",0.187827785620231
"NR1H2_674",0.4443,1.02237845223812,"C4","NR1H2",0.187827785620231
"NR3C1_666",0.4421,1.01971957932498,"C4","NR3C1",0.186527878132894
"ATF7_138",0.4377,1.03455852627923,"C4","ATF7",0.183922485983645
"RFX3_723",0.4383,1.02900118346584,"C4","RFX3",0.183922485983645
"PAX9_710",0.4366,1.03401382050067,"C4","PAX9",0.183717016643675
"MEIS3_411",0.4297,1.02261233797343,"C4","MEIS3",0.177709708596016
"SRF_641",0.4221,1.01826971335327,"C4","SRF",0.171889606505002
"PGR_660",0.4228,1.016812349123,"C4","PGR",0.171889606505002
"GBX2_520",0.4172,1.02741724110353,"C4","GBX2",0.167876827409895
"SNAI1_199",0.404,1.01075228882968,"C4","SNAI1",0.155945850148742
"MSX1_501",0.4035,1.02358110530071,"C4","MSX1",0.155945850148742
"MNT_20",0.4025,1.02303912653057,"C4","MNT",0.155827666658612
"TCF7L1_763",0.4011,1.01312514731991,"C4","TCF7L1",0.155307696305028
"FIGLA_88",0.3943,1.01321722258134,"C4","FIGLA",0.1537507517174
"SNAI3_268",0.3962,1.01521232433397,"C4","SNAI3",0.1537507517174
"PRRX2_519",0.395,1.0213911585628,"C4","PRRX2",0.1537507517174
"RAX2_533",0.395,1.0213911585628,"C4","RAX2",0.1537507517174
"ISX_536",0.395,1.0213911585628,"C4","ISX",0.1537507517174
"TBX3_785",0.3979,1.01257400191522,"C4","TBX3",0.1537507517174
"SIX1_459",0.3865,1.02773249946234,"C4","SIX1",0.146818473248627
"HIC1_254",0.3775,1.01298234441062,"C4","HIC1",0.138684464526401
"E2F8_314",0.3713,1.01368122585139,"C4","E2F8",0.133511283826907
"RXRG_679",0.3706,1.01152067713982,"C4","RXRG",0.133511283826907
"FOXO4_373",0.3696,1.0085607121679,"C4","FOXO4",0.133372125500043
"TCF7_750",0.3611,1.0106070754651,"C4","TCF7",0.125731264221181
"SIX3_480",0.36,1.01745273054049,"C4","SIX3",0.125488706714717
"ZNF784_262",0.3573,1.01456738678178,"C4","ZNF784",0.124150923479318
"IRF5_631",0.3561,1.01162902221897,"C4","IRF5",0.124150923479318
"IRF7_635",0.3569,1.0082163073135,"C4","IRF7",0.124150923479318
"HOXB1_448",0.3413,1.00905583793281,"C4","HOXB1",0.111050708357212
"TP73_705",0.3415,1.00681222235958,"C4","TP73",0.111050708357212
"C11orf9_654",0.3373,1.03343586562132,"C4","C11orf9",0.107898112493198
"BATF3_120",0.3319,1.01057021225987,"C4","BATF3",0.103343866376657
"GSC2_402",0.3175,1.00676302226808,"C4","GSC2",0.0897879764225725
"HES7_83",0.3139,1.00503519500041,"C4","HES7",0.0870304490085928
"RXRA_695",0.3117,1.00286084001123,"C4","RXRA",0.085671290475324
"HMX3_557",0.3069,1.00286084001123,"C4","HMX3",0.0817105071266145
"PPARA_696",0.303,1.00143429543084,"C4","PPARA",0.0794840910161806
"NFATC1_720",0.3031,1.00125626266721,"C4","NFATC1",0.0794840910161806
"GLI1_186",0.3013,1.00098522666737,"C4","GLI1",0.078618470680906
"RFX4_725",0.2991,1.00171418915368,"C4","RFX4",0.0772512503836436
"PAX3_608",0.2973,1.0040310393578,"C4","PAX3",0.0762824362486557
"HOXC5_562",0.2927,1.000252619361,"C4","HOXC5",0.0725120343651082
"PTF1A_70",0.2906,0.999493054407125,"C4","PTF1A",0.0717913625939281
"GLI2_167",0.2898,0.99939899447375,"C4","GLI2",0.0717913625939281
"PAX1_708",0.2895,1.00037851119932,"C4","PAX1",0.0717913625939281
"SCRT2_282",0.2839,0.998391910702708,"C4","SCRT2",0.0686566169821705
"NKX32_432",0.2844,0.998496780655214,"C4","NKX32",0.0686566169821705
"MYBL2_647",0.2846,1.00179055096105,"C4","MYBL2",0.0686566169821705
"BARHL1_456",0.2816,0.997854879079389,"C4","BARHL1",0.0679923796764296
"MYB_648",0.282,0.997956353657779,"C4","MYB",0.0679923796764296
"RFX6_729",0.2703,0.996882415164167,"C4","RFX6",0.0575079564079537
"CLOCK_53",0.2663,0.993079103996253,"C4","CLOCK",0.0543220044099378
"NR4A2_686",0.2644,0.995300682906916,"C4","NR4A2",0.0532345294026099
"RFX8_730",0.2615,0.993688332328196,"C4","RFX8",0.0511455370741515
"ZNF274_244",0.2484,0.993446906118243,"C4","ZNF274",0.0396630230477706
"TEAD4_797",0.2488,0.991876277820457,"C4","TEAD4",0.0396630230477706
"DPRX_565",0.2405,0.984938063016711,"C4","DPRX",0.0333745072043499
"PAX5_709",0.2405,0.990310486076277,"C4","PAX5",0.0333745072043499
"GLIS3_183",0.2372,0.987579982631864,"C4","GLIS3",0.0310805769702284
"NANOG_433",0.2358,0.987373460844561,"C4","NANOG",0.0310805769702284
"GMEB1_737",0.2363,0.973915790299526,"C4","GMEB1",0.0310805769702284
"NOBOX_420",0.2349,0.987025053439557,"C4","NOBOX",0.0309796470795614
"NFIB_741",0.2335,0.989041050057952,"C4","NFIB",0.0303772496580239
"PAX8_707",0.2311,0.98536908117382,"C4","PAX8",0.0287733900861188
"GCM1_390",0.2301,0.982350230796787,"C4","GCM1",0.0285680737148123
"ASCL2_89",0.2277,0.988867432941301,"C4","ASCL2",0.0277530918314734
"ETV7_321",0.2284,0.991119571981122,"C4","ETV7",0.0277530918314734
"ARID2_11",0.2192,0.98165542771599,"C4","ARID2",0.0200434368756253
"SIX2_528",0.2181,0.975222942845561,"C4","SIX2",0.0197323462331665
"AHRR_17",0.2143,0.983507385203991,"C4","AHRR",0.0182905121098113
"AHR_28",0.2143,0.983507385203991,"C4","AHR",0.0182905121098113
"GBX1_508",0.215,0.97756091692755,"C4","GBX1",0.0182905121098113
"NR4A1_671",0.2088,0.986680920327852,"C4","NR4A1",0.0135737305040577
"THRB_684",0.2051,0.978259636143706,"C4","THRB",0.010655538963439
"SIX4_407",0.2023,0.973585201097116,"C4","SIX4",0.00941494631896021
"IRF8_633",0.2026,0.985985777799498,"C4","IRF8",0.00941494631896021
"PITX3_426",0.1999,0.97852055040051,"C4","PITX3",0.00779255526780477
"ZBTB12_280",0.1941,0.977850434663111,"C4","ZBTB12",0.00585985136472379
"AL8448538_281",0.1941,0.977850434663111,"C4","AL8448538",0.00585985136472379
"CR7597843_285",0.1941,0.977850434663111,"C4","CR7597843",0.00585985136472379
"CR3882194_286",0.1941,0.977850434663111,"C4","CR3882194",0.00585985136472379
"AL66283413_287",0.1941,0.977850434663111,"C4","AL66283413",0.00585985136472379
"SREBF2_99",0.1907,0.981513110765045,"C4","SREBF2",0.00322919520082003
"TFAP2B_1",0.0018,0.872540804747442,"C4","TFAP2B",0
"TFAP2D_2",0,0.876236379875874,"C4","TFAP2D",0
"TFAP2C_3",0,0.869582598792255,"C4","TFAP2C",0
"TFAP2E_4",0.064,0.942911225220886,"C4","TFAP2E",0
"TFAP2A_5",3e-04,0.849032707885809,"C4","TFAP2A",0
"MAX_14",0.0134,0.878418254024431,"C4","MAX",0
"MLXIPL_15",0.0063,0.797474318770057,"C4","MLXIPL",0
"ARNTL2_16",0.0025,0.807341132814075,"C4","ARNTL2",0
"TFE3_18",0.0021,0.809488449080125,"C4","TFE3",0
"TCF3_21",0.0502,0.941744384301924,"C4","TCF3",0
"SREBF1_22",0.0065,0.886426579499367,"C4","SREBF1",0
"TFAP4_23",0.0038,0.907512440960922,"C4","TFAP4",0
"HIF1A_24",0.0146,0.843031940623414,"C4","HIF1A",0
"TCFL5_25",0.0021,0.78894924082369,"C4","TCFL5",0
"USF2_26",5e-04,0.81263991660427,"C4","USF2",0
"TFEC_27",0.063,0.924623469513896,"C4","TFEC",0
"MLX_29",0.0163,0.837027561875737,"C4","MLX",0
"SIM1_31",0.0287,0.831230293566351,"C4","SIM1",0
"TFEB_32",0.0051,0.842740201690105,"C4","TFEB",0
"HAND1_33",0.1477,0.971638222201043,"C4","HAND1",0
"HES1_34",1e-04,0.798904239333987,"C4","HES1",0
"ID2_35",0.023,0.87400162593157,"C4","ID2",0
"EPAS1_36",0,0.791958774944487,"C4","EPAS1",0
"MYCL1_37",0.0306,0.895793070399242,"C4","MYCL1",0
"MXI1_40",0.0049,0.856558640461725,"C4","MXI1",0
"MYOG_41",0.0154,0.935530109827475,"C4","MYOG",0
"BHLHE41_44",0.0371,0.868448512337168,"C4","BHLHE41",0
"ID1_47",0.023,0.87400162593157,"C4","ID1",0
"MYOD1_48",0.0404,0.946004913672214,"C4","MYOD1",0
"NPAS1_49",0.0287,0.831230293566351,"C4","NPAS1",0
"ARNTL_50",0.0046,0.807685795428315,"C4","ARNTL",0
"BHLHE40_51",2e-04,0.731277898415905,"C4","BHLHE40",0
"MYCN_52",0.0139,0.872600103419096,"C4","MYCN",0
"HEY2_54",0.1484,0.956583799242579,"C4","HEY2",0
"MYC_55",0.0057,0.860252188449996,"C4","MYC",0
"TCF12_56",0.0013,0.907652532415223,"C4","TCF12",0
"ARNT_57",6e-04,0.70213990350398,"C4","ARNT",0
"NPAS3_59",0.0287,0.831230293566351,"C4","NPAS3",0
"USF1_60",4e-04,0.808541843857525,"C4","USF1",0
"SIM2_61",0.0287,0.831230293566351,"C4","SIM2",0
"NEUROD1_63",0.0121,0.921872078255583,"C4","NEUROD1",0
"HEYL_65",0.0745,0.921857394407925,"C4","HEYL",0
"HAND2_66",0.1477,0.971638222201043,"C4","HAND2",0
"EBF1_67",3e-04,0.889736241250376,"C4","EBF1",0
"HEY1_68",0.0183,0.862861912957378,"C4","HEY1",0
"MESP1_69",0.1634,0.97828465301247,"C4","MESP1",0
"NPAS2_72",0.0839,0.932115652060004,"C4","NPAS2",0
"NHLH1_74",4e-04,0.854435067193189,"C4","NHLH1",0
"ARNT2_76",0.0131,0.918064263911065,"C4","ARNT2",0
"MLXIP_78",0.0158,0.854773759197267,"C4","MLXIP",0
"NHLH2_80",0.0676,0.955393948611967,"C4","NHLH2",0
"MESP2_94",0.1634,0.97828465301247,"C4","MESP2",0
"HES4_95",1e-04,0.736383573583881,"C4","HES4",0
"TCF4_97",0.0697,0.95764674907988,"C4","TCF4",0
"ENSG00000250811_102",0.0287,0.831230293566351,"C4","ENSG00000250811",0
"CREM_108",0.0918,0.941237065011549,"C4","CREM",0
"XBP1_109",0.0412,0.878477877625531,"C4","XBP1",0
"ATF6_116",0,0.738883616381066,"C4","ATF6",0
"CREB1_117",0.0016,0.753124221772677,"C4","CREB1",0
"ATF1_118",4e-04,0.713528822838323,"C4","ATF1",0
"CREB3L1_131",0.0043,0.82047388190785,"C4","CREB3L1",0
"ATF3_132",0,0.67166505401016,"C4","ATF3",0
"CR7538031_135",0.0295,0.845118191201071,"C4","CR7538031",0
"ATF5_136",0.0396,0.955231425807961,"C4","ATF5",0
"CREB3L2_145",0.0054,0.827539227938382,"C4","CREB3L2",0
"MAFA_146",0.0015,0.898336184121693,"C4","MAFA",0
"MAFB_150",0.1476,0.96867240228357,"C4","MAFB",0
"ATF6B_151",0.0295,0.845118191201071,"C4","ATF6B",0
"CR9257962_153",0.0295,0.845118191201071,"C4","CR9257962",0
"AL6628286_154",0.0295,0.845118191201071,"C4","AL6628286",0
"ENSG00000250542_156",0.0177,0.556748366696623,"C4","ENSG00000250542",0
"ZFX_158",0,0.763937960949246,"C4","ZFX",0
"ZNF263_159",0,0.838179503207536,"C4","ZNF263",0
"HIVEP2_160",0.0086,0.885463546757564,"C4","HIVEP2",0
"SNAI2_161",0.1637,0.982947002838643,"C4","SNAI2",0
"ZIC2_162",2e-04,0.828874777562357,"C4","ZIC2",0
"PRDM1_163",0.0236,0.956822653259702,"C4","PRDM1",0
"ZNF76_164",0.015,0.929409118330715,"C4","ZNF76",0
"KLF6_165",0,0.736555642385406,"C4","KLF6",0
"ZFY_166",0,0.837250793036894,"C4","ZFY",0
"REST_168",0.0116,0.918753082624557,"C4","REST",0
"HIVEP1_170",0.0623,0.95041706863597,"C4","HIVEP1",0
"MZF1_171",0.003,0.913595399819109,"C4","MZF1",0
"PATZ1_172",0,0.82451665127165,"C4","PATZ1",0
"YY1_173",0,0.797371835403255,"C4","YY1",0
"KLF8_174",0.0049,0.904762786664986,"C4","KLF8",0
"KLF5_175",0,0.790916756034367,"C4","KLF5",0
"ZNF423_176",0.1441,0.96555819676399,"C4","ZNF423",0
"CTCF_177",0.0205,0.954481357079173,"C4","CTCF",0
"MAZ_178",0,0.864549163166074,"C4","MAZ",0
"KLF1_179",0,0.879268983556072,"C4","KLF1",0
"SP4_180",0,0.704465218799422,"C4","SP4",0
"KLF3_184",0.048,0.947664872725626,"C4","KLF3",0
"KLF7_189",0,0.70596297016597,"C4","KLF7",0
"PLAGL1_190",1e-04,0.852118754662797,"C4","PLAGL1",0
"KLF12_191",0.0405,0.949892607356718,"C4","KLF12",0
"BCL11A_194",9e-04,0.935793660869466,"C4","BCL11A",0
"EGR1_195",0,0.66335563904937,"C4","EGR1",0
"EGR2_196",0,0.634362459392594,"C4","EGR2",0
"CTCFL_198",0,0.889705273376809,"C4","CTCFL",0
"RREB1_200",0,0.888387793967662,"C4","RREB1",0
"GLIS2_201",0,0.740044487989249,"C4","GLIS2",0
"ZBTB1_203",4e-04,0.770894767452107,"C4","ZBTB1",0
"KLF16_205",0,0.745366852940411,"C4","KLF16",0
"ZSCAN10_206",0.0172,0.913550855235304,"C4","ZSCAN10",0
"EGR4_207",0,0.665497970072078,"C4","EGR4",0
"KLF4_208",0,0.798371370255589,"C4","KLF4",0
"ZNF740_209",0,0.77027196936856,"C4","ZNF740",0
"ZIC5_210",0,0.800100363322969,"C4","ZIC5",0
"OSR1_212",0.0252,0.85969550788756,"C4","OSR1",0
"ZIC1_213",0.0246,0.895891541425924,"C4","ZIC1",0
"ZIC3_215",0.0711,0.946053098981341,"C4","ZIC3",0
"ZBTB7B_216",0.0575,0.910467268127301,"C4","ZBTB7B",0
"ZNF75A_219",0.0481,0.945668052615685,"C4","ZNF75A",0
"ZNF281_221",0,0.861845499902742,"C4","ZNF281",0
"ZNF148_222",0,0.792445641492312,"C4","ZNF148",0
"KLF15_223",0,0.831131176973431,"C4","KLF15",0
"ZNF691_224",0.0366,0.915704945677833,"C4","ZNF691",0
"ZNF589_225",0.0159,0.86894063802438,"C4","ZNF589",0
"SP8_226",0,0.767471444390242,"C4","SP8",0
"OSR2_227",0.0135,0.847125967389512,"C4","OSR2",0
"ZNF219_229",0.001,0.909080512496766,"C4","ZNF219",0
"ZNF202_230",0.056,0.935768037334418,"C4","ZNF202",0
"ZNF143_231",0.0165,0.90953632331995,"C4","ZNF143",0
"SP2_232",0,0.779446717385422,"C4","SP2",0
"E4F1_234",1e-04,0.607526529024432,"C4","E4F1",0
"ZBTB49_235",0.0145,0.87195883176812,"C4","ZBTB49",0
"HIC2_236",0.0351,0.935513652953084,"C4","HIC2",0
"KLF13_238",0,0.663213472299378,"C4","KLF13",0
"ZNF282_240",0.0211,0.911299150046923,"C4","ZNF282",0
"SP7_241",0,0.767471444390242,"C4","SP7",0
"SCRT1_242",0.1705,0.973576727401994,"C4","SCRT1",0
"ZNF524_243",0.034,0.928071218044286,"C4","ZNF524",0
"HINFP_245",0.0653,0.862611128551009,"C4","HINFP",0
"SP3_247",0,0.769152938119368,"C4","SP3",0
"INSM1_248",0,0.852141445062663,"C4","INSM1",0
"ZBTB4_249",0.009,0.874685737681713,"C4","ZBTB4",0
"GLIS1_250",0.0395,0.90019443418893,"C4","GLIS1",0
"KLF14_251",0,0.650569464915396,"C4","KLF14",0
"ZIC4_252",0,0.740968594447339,"C4","ZIC4",0
"ZNF683_253",0.0755,0.969797469493819,"C4","ZNF683",0
"ZBTB33_255",0,0.617291236749334,"C4","ZBTB33",0
"ZBTB7A_258",0,0.742827047244221,"C4","ZBTB7A",0
"EGR3_259",0,0.723966621509658,"C4","EGR3",0
"ZSCAN4_263",0.0203,0.920053945350953,"C4","ZSCAN4",0
"PLAG1_264",0,0.838756338918479,"C4","PLAG1",0
"ZBTB7C_265",0.1426,0.961169103266953,"C4","ZBTB7C",0
"WT1_266",0,0.726994837168241,"C4","WT1",0
"SP1_267",0,0.805251850111774,"C4","SP1",0
"ZBTB6_271",0.0827,0.951778700122785,"C4","ZBTB6",0
"ZNF75D_272",0.0481,0.945668052615685,"C4","ZNF75D",0
"ZKSCAN4_273",0.0547,0.911464034367256,"C4","ZKSCAN4",0
"MTF1_274",0.0145,0.869919322963474,"C4","MTF1",0
"SP6_275",0,0.68874621988545,"C4","SP6",0
"ZKSCAN3_276",0.0547,0.911464034367256,"C4","ZKSCAN3",0
"SP5_279",0,0.68874621988545,"C4","SP5",0
"SP9_283",0,0.767471444390242,"C4","SP9",0
"YY2_284",3e-04,0.800141601521891,"C4","YY2",0
"NFYA_288",0,0.728594498509939,"C4","NFYA",0
"CENPB_289",0.0123,0.76741849358833,"C4","CENPB",0
"YBX1_290",0.0402,0.919593096692248,"C4","YBX1",0
"CGBP_298",0.0177,0.782231455208756,"C4","CGBP",0
"MLL_300",0.0072,0.806023721692448,"C4","MLL",0
"DNMT1_301",0,0.722392341561314,"C4","DNMT1",0
"TET1_302",0.0883,0.855977181625743,"C4","TET1",0
"CXXC1_303",0.1066,0.929480778546989,"C4","CXXC1",0
"TFDP2_308",8e-04,0.780146580725781,"C4","TFDP2",0
"TFDP3_309",8e-04,0.780146580725781,"C4","TFDP3",0
"TFDP1_310",8e-04,0.780146580725781,"C4","TFDP1",0
"E2F2_311",0.0282,0.82504014181222,"C4","E2F2",0
"E2F1_312",0.1339,0.917639189229155,"C4","E2F1",0
"E2F3_313",0.1472,0.958220036573872,"C4","E2F3",0
"E2F5_315",1e-04,0.621140116340458,"C4","E2F5",0
"E2F6_317",0,0.80336340566204,"C4","E2F6",0
