tf,pval,padj,mean_difference
ZNF266,5.841720101759778e-187,6.221431908374164e-184,0.0003035776265392174
ZNF267,0.0,0.0,-0.0014914761380908637
ZNF273,0.0,0.0,-0.0026632051769613857
ZNF274,5.298965771074996e-09,5.643398546194871e-06,3.879257928322832e-06
ZNF276,0.0,0.0,-0.007124120144159795
ZNF28,0.0,0.0,-0.00651270907550075
ZNF280A,1.9566745548570446e-170,2.0838584009227523e-167,-0.004514525912323666
ZNF281,0.0,0.0,-0.006895212571063404
ZNF282,0.0,0.0,-0.000772595817560979
ZNF283,0.0,0.0,0.003121386230329093
ZNF284,5.125427707646464e-281,5.458580508643484e-278,-0.00362052634819069
ZNF285,3.973258448044155e-22,4.2315202471670252e-19,0.0010303839805566282
ZNF287,0.0,0.0,-0.013707871939349317
ZNF296,0.0,0.0,0.010752693326592483
ZNF3,3.3908611204034295e-145,3.611267093229652e-142,0.0013914900583186438
ZNF30,0.0,0.0,-0.0031931916691979104
ZNF300,9.92599955835058e-246,1.0571189529643368e-242,-0.008166918752371029
ZNF302,0.0,0.0,0.0011740850175944034
ZNF304,1.0739412813943006e-165,1.1437474646849303e-162,-0.0007074459646729397
ZNF311,0.0,0.0,-0.010703801868689935
ZNF317,4.7828527874806445e-62,5.093738218666886e-59,0.00033296969987074015
ZNF32,0.011359898569361213,1.0,-0.0013019287951218372
ZNF320,8.304769088890247e-89,8.844579079668113e-86,0.001399317493634119
ZNF322,1.4785320146628574e-119,1.5746365956159432e-116,-0.002829689301903771
ZNF324,0.0,0.0,0.005761227567798156
ZNF324B,5.160378257273457e-224,5.495802843996232e-221,3.569992261846962e-05
ZNF329,1.1015553553663282e-153,1.1731564534651395e-150,0.00033184050071449755
ZNF331,3.1108744512736606e-81,3.3130812906064487e-78,-0.0023609413067382165
ZNF333,5.546984470549067e-50,5.907538461134756e-47,-0.00034461012042790264
ZNF334,0.0,0.0,-0.0012684969397487866
ZNF337,3.899857110325841e-204,4.153347822497021e-201,-0.0024936707360258808
ZNF33A,0.0,0.0,-0.003474371659505048
ZNF33B,8.977296211477345e-28,9.560820465223373e-25,0.002636656596511456
ZNF34,0.0,0.0,0.0023484962066351346
ZNF341,0.0,0.0,-0.001494036825560499
ZNF343,7.99226879603247e-86,8.51176626777458e-83,0.00035356775621676884
ZNF345,0.0,0.0,0.025830645896736282
ZNF35,0.0,0.0,-0.0070348787935905
ZNF350,0.0,0.0,-0.005518633940701756
ZNF354A,0.0,0.0,-0.003946548509503323
ZNF354B,1.5404240819574343e-25,1.6405516472846676e-22,0.0006823097005978322
ZNF354C,1.817166764546293e-201,1.935282604241802e-198,0.0003916098569607465
ZNF37A,0.07179572581859606,1.0,0.0005443431950810512
ZNF382,0.0,0.0,-0.00271184200692913
ZNF383,0.5587593409435911,1.0,5.3730951704161756e-06
ZNF384,0.0,0.0,-0.009629227380422573
ZNF385D,0.0,0.0,-0.004703235356385699
ZNF394,0.0,0.0,-0.0017514294461638998
ZNF396,0.0,0.0,-0.0025022891432738975
ZNF398,0.0005267882568932619,0.5610294935913239,0.0008720028484406166
ZNF41,0.0,0.0,-0.001868397730068815
ZNF410,1.961058994037521e-20,2.0885278286499597e-17,0.00039125512534708175
ZNF415,3.540563779915818e-39,3.770700425610346e-36,-0.0017512384566762155
ZNF416,0.0,0.0,0.008701621821473327
ZNF417,0.0,0.0,-0.005694070099109105
ZNF418,0.0,0.0,-0.007412390351041444
ZNF419,0.0,0.0,0.002519401494012242
ZNF425,0.0,0.0,-0.004062562634780914
ZNF429,4.2066360495757537e-160,4.4800673927981774e-157,0.0016593687568017268
ZNF430,0.001481175655867471,1.0,-0.0004348400572783129
ZNF431,2.111194740985073e-48,2.2484223991491028e-45,-0.0014640103088191091
ZNF432,2.1041385844837382e-162,2.2409075924751812e-159,-0.0005789325303899792
ZNF433,0.0,0.0,0.0016101266394528595
ZNF436,0.0,0.0,0.0037942864760736215
ZNF439,2.596201053630478e-88,2.764954122116459e-85,-0.002233993402082128
ZNF44,0.0,0.0,-0.007966598614615173
ZNF440,7.654621077495044e-264,8.152171447532223e-261,-0.0013139350899026223
ZNF441,0.0,0.0,-0.006309310174733115
ZNF442,9.198019678341356e-25,9.795890957433544e-22,-0.0022077479806290323
ZNF443,0.0,0.0,-0.0025171780938732305
ZNF444,0.0,0.0,-0.006522943327699104
ZNF445,3.558254115749975e-298,3.7895406332737234e-295,0.0022601034026255226
ZNF449,0.0,0.0,-0.0027872704059962276
ZNF45,0.0,0.0,0.001323303727150782
ZNF454,0.0,0.0,-0.0026836860907369572
ZNF460,0.0,0.0,-0.009618226718818262
ZNF467,2.4575756323115727e-290,2.617318048411825e-287,-0.0007324905030590481
ZNF468,0.0,0.0,-0.007402834482802476
ZNF479,0.0,0.0,0.0009237106532663485
ZNF480,0.0,0.0,0.003487551130543094
ZNF483,0.0,0.0,-0.005048922254825304
ZNF484,4.103024295223685e-88,4.369720874413224e-85,0.0032039722591204085
ZNF485,9.283386817302096e-70,9.886806960426733e-67,0.009437960532088618
ZNF486,0.0,0.0,-0.0026305923043841023
ZNF487,0.0,0.0,-0.014122367683542109
ZNF490,0.0,0.0,-0.006221433759108899
ZNF492,0.0,0.0,-0.00366114010681097
ZNF496,0.0,0.0,0.04612029369488063
ZNF501,0.0,0.0,-0.011526729495966274
ZNF502,0.0,0.0,0.0006353841004581966
ZNF506,0.0,0.0,-0.0054595801203035366
ZNF513,1.2883687895654897e-188,1.3721127608872465e-185,0.0010105794629354306
ZNF519,0.0,0.0,-0.00929634611766263
ZNF524,2.8754080133173277e-218,3.062309534182954e-215,-0.0016478160440755677
ZNF525,1.269536299339988e-308,1.3520561587970875e-305,0.0028086026781729816
ZNF527,0.0,0.0,-0.006393904840218193
ZNF528,3.714171123635794e-98,3.955592246672121e-95,0.012315453412504729
ZNF529,0.0,0.0,-0.00611760684369398
ZNF530,0.0,0.0,0.0023899750215116283
ZNF534,0.0,0.0,-0.0050501832448832575
ZNF540,6.558045369679255e-175,6.984318318708407e-172,0.0001963928206754964
ZNF543,0.0,0.0,-0.005895100124615898
ZNF547,0.0,0.0,-0.0012616518841633041
ZNF548,0.0,0.0,-0.004571005506279447
ZNF549,2.525587581211634e-265,2.68975077399039e-262,0.00511880748651658
ZNF550,1.5972620252852581e-12,1.7010840569288e-09,-0.0007688953272656975
ZNF552,9.285609149434311e-12,9.889173744147542e-09,7.639025832191851e-05
ZNF554,0.0,0.0,0.0020314753404950397
ZNF555,9.820501579819488e-239,1.0458834182507755e-235,-0.012307256648798604
ZNF557,0.0,0.0,0.004867561479920581
ZNF558,7.364594098764662e-167,7.843292715184365e-164,-0.0032858377231634248
ZNF561,0.0,0.0,-0.005036681998928018
ZNF562,3.467355672653354e-226,3.692733791375822e-223,0.000492878973579294
ZNF563,0.0,0.0,0.0006806048545864966
ZNF564,0.0,0.0,0.005926864699839933
ZNF565,3.10166710346517e-17,3.3032754651904064e-14,0.0018047141491113817
ZNF566,0.0,0.0,-0.0065273136784691314
ZNF567,0.0,0.0,-0.010241242561513375
ZNF570,0.0,0.0,-0.00758993485086553
ZNF571,0.0,0.0,-0.010183232484274683
ZNF573,3.948846621762499e-13,4.2055216521770617e-10,-0.0006536536968538048
ZNF574,0.0,0.0,-0.003327957541602415
ZNF580,6.195638192370374e-212,6.598354674874448e-209,-0.004385701504079786
ZNF582,1.6516065321393694e-294,1.7589609567284284e-291,-0.0023149344944323235
ZNF584,0.0,0.0,0.007872247784144346
ZNF585A,0.0,0.0,-0.004937810252847282
ZNF586,0.00015049798124143653,0.1602803500221299,0.0014817996087489616
ZNF587,0.0,0.0,-0.004378139729695259
ZNF594,0.0,0.0,-0.009088947225268457
ZNF595,2.2904031272687055e-267,2.4392793305411713e-264,-0.004055582083816962
ZNF596,3.7816820493370383e-41,4.0274913825439456e-38,-0.0009069821045657768
ZNF597,0.0,0.0,-0.00783328337785999
ZNF605,0.0,0.0,-0.0035057085556599796
ZNF610,0.0,0.0,-0.004164795252267053
ZNF611,0.0,0.0,-0.005147907554697781
ZNF613,0.0,0.0,-0.008479435672845932
ZNF614,4.6179236701433926e-160,4.918088708702713e-157,-0.00394881107468521
ZNF615,0.0,0.0,-0.0025851614735290483
ZNF616,3.1006865164905012e-114,3.302231140062384e-111,-0.005407397709999838
ZNF619,9.16385736765288e-226,9.759508096550316e-223,0.0013787806375410785
ZNF620,0.0,0.0,-0.0036010729015857855
ZNF621,0.0,0.0,0.004624603868862768
ZNF626,0.0,0.0,-0.005683461482069177
ZNF627,7.990186332534603e-15,8.509548444149352e-12,-0.0007066294842857576
ZNF641,0.0,0.0,-0.010463969275431875
ZNF649,0.0,0.0,-0.0025689989679569883
ZNF652,0.0,0.0,-0.0035758617086911887
ZNF653,0.0,0.0,-0.006478097102788636
ZNF655,0.0,0.0,-0.0029879322026011104
ZNF660,0.0,0.0,0.005561722801543392
ZNF662,1.1650110707032822e-101,1.2407367902989956e-98,-0.0005550230527133666
ZNF667,0.0,0.0,-0.0072859439261903705
ZNF669,0.0,0.0,-0.0013692377399136396
ZNF671,3.3996958123273345e-05,0.03620676040128611,0.00027226147095579106
ZNF674,0.0,0.0,-0.003949055496982065
ZNF675,3.3670065422225874e-08,3.585861967467055e-05,-0.0003552948478811567
ZNF677,0.0,0.0,-0.005616947697932249
ZNF680,0.0,0.0,0.001512354139881853
ZNF681,0.0,0.0,-0.0020091225854253873
ZNF682,1.392613838866312e-176,1.4831337383926222e-173,-0.0018682327277069807
ZNF684,0.0,0.0,-0.003345608234146081
ZNF69,2.6798641193246864e-77,2.854055287080791e-74,-0.002003785417277769
ZNF691,3.435968673034987e-95,3.659306636782261e-92,-0.0013825986090226575
ZNF692,0.0,0.0,-0.0066870767046850604
ZNF695,9.29557612556529e-10,9.899788573727033e-07,0.004879902071238826
ZNF7,0.0,0.0,-0.0032123066115983335
ZNF701,0.0,0.0,-0.0035321420720060837
ZNF704,3.608827374460494e-14,3.843401153800426e-11,0.0021835122498979898
ZNF705G,0.0,0.0,-0.008122211501997469
ZNF707,0.0,0.0,0.002131496652537257
ZNF708,5.786929720759695e-243,6.163080152609075e-240,-0.007703949459960828
ZNF71,0.0,0.0,-0.012687201157170203
ZNF713,5.465182526075614e-234,5.820419390270529e-231,-0.007165999364520392
ZNF714,0.0,0.0,-0.0018627340666282962
ZNF716,7.783237211690506e-40,8.289147630450389e-37,0.0028742681773672243
ZNF730,9.503361419768693e-74,1.0121079912053658e-70,-5.4798968958744186e-05
ZNF736,0.0,0.0,-0.007610495120869407
ZNF737,0.0,0.0,-0.01704465675075629
ZNF74,4.967038065740722e-12,5.289895540013869e-09,-0.0010910324745072933
ZNF740,0.0,0.0,-0.010723552261250331
ZNF749,0.0,0.0,-0.005378876584807936
ZNF75A,6.540428402944565e-05,0.06965556249135961,-0.0014582879251285527
ZNF75D,1.0029530602615298e-259,1.0681450091785292e-256,-0.0012397834166981495
ZNF76,0.7076760621002307,1.0,0.0012917259165208667
ZNF764,8.612467324314337e-193,9.172277700394768e-190,0.00013192825681807366
ZNF765,8.986989814163215e-230,9.571144152083823e-227,0.001963610338779405
ZNF766,0.0,0.0,-0.0079566849071466
ZNF768,4.085455371689335e-33,4.351009970849142e-30,-0.0018440598900703598
ZNF77,0.0,0.0,0.0003174501576036939
ZNF770,0.0,0.0,-0.0022771360742605377
ZNF771,2.14060238249745e-57,2.2797415373597845e-54,0.0002986923461019281
ZNF774,2.8882646443533645e-91,3.0760018462363334e-88,0.0019231665347512264
ZNF776,0.0,0.0,-0.005815822636615311
ZNF777,0.0,0.0,-0.005658385947778857
ZNF778,0.0,0.0,-0.0034627699357752326
ZNF780A,1.516612046508708e-80,1.615191829531774e-77,-0.0034404547061387637
ZNF782,0.0,0.0,-0.007717499751123225
ZNF783,0.0,0.0,-0.002295182152259455
ZNF784,6.894923289982876e-224,7.343093303831763e-221,-0.007209871849812262
ZNF785,0.0,0.0,-0.009268048955380123
ZNF786,0.0,0.0,0.0017761344186851599
ZNF787,2.2198703488370542e-26,2.3641619215114628e-23,-0.002639451068752085
ZNF789,4.017135702121305e-27,4.27824952275919e-24,-0.0010568907160891493
ZNF79,0.0,0.0,-0.003550111876781458
ZNF790,2.6612435512984316e-240,2.8342243821328297e-237,-0.0052809830862122625
ZNF791,0.0,0.0,-0.012340491979024286
ZNF792,0.0,0.0,-0.010242152623625742
ZNF793,0.0,0.0,-0.003508498975724507
ZNF799,0.0,0.0,0.006897067524572517
ZNF8,2.8433606924199074e-276,3.0281791374272013e-273,-0.005410635051455329
ZNF805,0.0,0.0,-0.005485102815052649
ZNF808,1.6854096698975095e-225,1.7949612984408475e-222,-0.0015375896272750997
ZNF81,0.0,0.0,-0.004483277395211453
ZNF816,0.0,0.0,0.00262302596945409
ZNF821,1.0645754984773769e-258,1.1337729058784063e-255,0.004950016894756222
ZNF823,1.4014062428917014e-265,1.492497648679662e-262,-0.0008216666976280452
ZNF84,1.6170581135950814e-107,1.7221668909787616e-104,-0.00015069474800236127
ZNF846,1.3806655544968104e-287,1.4704088155391033e-284,0.0017003707745378294
ZNF85,0.0,0.0,0.007103180130267093
ZNF860,2.369433075370711e-143,2.523446225269807e-140,0.0006869128002883074
ZNF879,0.0,0.0,-0.01312132723859874
ZNF880,2.798608204470369e-05,0.02980517737760943,0.00054121218010518
ZNF891,2.998435579914624e-213,3.193333892609075e-210,-0.0022324130812964513
ZNF90,0.0,0.0,0.013254142534567227
ZNF93,0.0,0.0,-0.009505770256932406
ZNF98,0.0,0.0,-0.0030960867856552297
ZSCAN1,6.629789130795055e-272,7.060725424296734e-269,-0.0045615303738082424
ZSCAN16,0.0,0.0,-0.0068080577804007295
ZSCAN22,0.0,0.0,-0.0063912518067840915
ZSCAN23,0.0,0.0,0.002548975918514269
ZSCAN26,2.194166419442956e-137,2.336787236706748e-134,-0.0004462396013795028
ZSCAN29,0.0,0.0,-0.004596079211498107
ZSCAN30,0.0,0.0,0.0011025575129251543
ZSCAN31,0.0,0.0,-0.002495807979506791
ZSCAN4,2.3902861182153314e-130,2.545654715899328e-127,-0.003395977377723531
ZSCAN5,0.0,0.0,-0.0031928469811842953
ZSCAN5C,6.167112232177803e-299,6.56797452726936e-296,0.0006983688324355055
ZSCAN9,1.0054845822728867e-225,1.0708410801206244e-222,-0.010050310757548253
ZZZ3,0.0,0.0,0.0024584640075926943
