tf,pval,padj,mean_difference
ETV5,0.0,0.0,0.024668907642235102
ETV6,0.0,0.0,0.04674043201006389
ETV7,0.0,0.0,0.025228034888985174
EVX1,1.18176824594504e-98,1.2585831819314677e-95,-0.0017084010446798692
EVX2,1.5237248641947078e-23,1.6227669803673637e-20,-0.00011189344409251109
FBXL19,0.0,0.0,0.003935887059583646
FERD3L,0.0,0.0,-0.002061258038620511
FEV,0.0,0.0,0.04194349554710322
FEZF1,0.0,0.0,0.003229567853272169
FIGLA,8.733901601884055e-136,9.301605206006518e-133,0.011146186979228867
FLI1,0.0,0.0,-0.022200730670372593
FOS,0.0,0.0,-0.10203399451107506
FOSB,0.0,0.0,-0.008521359785324034
FOSL1,0.0,0.0,-0.10722960528361714
FOSL2,0.0,0.0,-0.10146927119857696
FOXA1,0.0,0.0,0.010145463113649666
FOXA2,0.0,0.0,0.0030816694955406432
FOXA3,0.0,0.0,0.009845619489649156
FOXB1,0.0,0.0,0.006312651233452406
FOXB2,0.0,0.0,0.005106980791725195
FOXC1,0.0,0.0,0.003176581115870018
FOXC2,0.0,0.0,0.007834207880053427
FOXD1,0.0,0.0,0.009560448023149863
FOXD2,0.0,0.0,0.00605620359428196
FOXD3,1.7618914379709454e-300,1.876414381439057e-297,0.0034250906627900646
FOXE1,0.0,0.0,0.013128940640299264
FOXF2,0.0,0.0,0.012557666222252996
FOXG1,0.0,0.0,0.012205713254506884
FOXH1,0.0,0.0,-0.0033395036489705177
FOXI1,0.0,0.0,0.008724545657558907
FOXJ1,0.0,0.0,0.01201515689464254
FOXJ2,0.0,0.0,0.019809394042926694
FOXJ3,0.0,0.0,0.008116573655686639
FOXK1,0.0,0.0,0.011101090567399201
FOXK2,0.0,0.0,0.015127208630772998
FOXL1,0.0,0.0,0.00702500134921942
FOXL2,0.0,0.0,0.007288853761940977
FOXM1,0.0,0.0,0.0037839902234056404
FOXN1,0.0,0.0,0.003855043940823224
FOXN2,0.0,0.0,0.003979523792516593
FOXN3,0.0,0.0,0.01360377249149627
FOXN4,0.0,0.0,0.003222106323805672
FOXO1,0.0,0.0,0.010481350069029708
FOXO3,3.087945568865113e-220,3.2886620308413453e-217,0.004252664427742851
FOXO4,0.0,0.0,0.007065238079330294
FOXO6,0.0,0.0,0.010712094394080074
FOXP1,0.0,0.0,0.013748967312495999
FOXP2,0.0,0.0,0.013341034455935357
FOXP3,0.4531724604132289,1.0,0.0004473825506386038
FOXQ1,0.0,0.0,0.008906844638609098
FOXR1,0.0,0.0,0.0023373301964223045
FOXR2,0.0,0.0,0.014813238502629732
FOXS1,0.0,0.0,0.0069255230256137675
GABPA,0.0,0.0,0.04034724707136625
GATA1,0.0,0.0,0.0068304143353534845
GATA2,0.0,0.0,0.006728265094796397
GATA3,0.0,0.0,0.008895689664021406
GATA4,0.0,0.0,0.009146918143471468
GATA5,0.0,0.0,0.009025601424778113
GATA6,0.0,0.0,0.013142356521274164
GBX1,0.0,0.0,0.0035569023651097903
GBX2,8.68229107713529e-248,9.246639997149085e-245,0.0017503956284824936
GCM1,5.382086275060362e-127,5.731921882939286e-124,0.0025714186825574873
GCM2,0.0,0.0,0.011671408731788343
GFI1,0.0,0.0,0.002104208496107903
GFI1B,7.07086396502033e-05,0.07530470122746652,0.000300289186024507
GLI1,5.203174825507312e-58,5.541381189165287e-55,0.0006731060107428577
GLI2,4.177521295319619e-209,4.449060179515394e-206,0.004980330008813301
GLI3,6.971804172696553e-172,7.424971443921829e-169,0.004311722603600656
GLI4,0.0,0.0,0.001250833135874204
GLIS1,0.014210252883562776,1.0,0.0009125512805450119
GLIS2,0.0,0.0,0.012510865990524651
GLIS3,0.0,0.0,0.011021583842082808
GMEB1,0.0,0.0,0.006263568158972804
GMEB2,0.0,0.0,0.013233631117844757
GRHL1,0.0,0.0,0.007911553301222026
GRHL2,8.0259673792023405e-165,8.547655258850492e-162,-0.0005456590020780604
GSC,5.87549057260444e-07,0.0006257397459823728,0.0003023566925201438
GSC2,2.6530448414949962e-73,2.825492756192171e-70,-0.0005247537753326273
GSX1,0.0,0.0,0.0042826147473851595
GSX2,1.0084744107117765e-269,1.074025247408042e-266,0.0017640203269075304
GTF3A,0.0,0.0,-0.004393999310429754
HAND2,2.232908796284581e-157,2.3780478680430786e-154,0.016089306198940667
HBP1,0.0,0.0,0.0049075818463858245
HDX,5.591154633726383e-68,5.9545796849185975e-65,0.0011366063579158463
HES1,0.0,0.0,0.003128666748509014
HES2,0.0,0.0,0.003318093381581136
HES4,6.194553147823945e-115,6.597199102432501e-112,0.002125400401010162
HES5,0.0,0.0,0.00680251411469979
HES6,1.2173787206441053e-253,1.2965083374859721e-250,0.0034932876716748124
HES7,0.0,0.0,0.005279026993435576
HESX1,0.0,0.0,0.0011194061267092194
HEY1,1.7949985319118917e-206,1.9116734364861646e-203,0.0022052294345363613
HEY2,1.2885924069121176e-89,1.3723509133614053e-86,0.0013201135755801716
HEYL,0.0,0.0,0.004640334014663589
HHEX,9.420776661534685e-83,1.003312714453444e-79,0.0012467895019585094
HIC1,3.948008365430098e-194,4.204628909183054e-191,0.0024569824714648116
HIC2,0.0,0.0,0.0015463292491728216
HIF1A,0.0,0.0,0.007889525940705296
HINFP,0.0,0.0,0.01005388796232011
HKR1,1.1769007450738337e-35,1.253399293503633e-32,6.0770004068885775e-05
HLF,0.0,0.0,-0.07642111005582936
HLX,0.0,0.0,0.0018126552935261364
HMBOX1,0.0,0.0,0.004711880665225855
HMG20B,0.0,0.0,0.004293876979207635
HMGA2,0.0,0.0,0.006581971585530149
HMX1,0.0,0.0,0.004981430288645452
HMX2,0.0,0.0,0.00487864903166851
HMX3,0.0,0.0,0.0024299834797208725
HNF1A,0.0,0.0,0.005338577134380901
HNF1B,0.0,0.0,0.00920979760795939
HNF4A,0.0,0.0,-0.008530590852668173
HNF4G,0.0,0.0,-0.00497333862725732
HOMEZ,0.0,0.0,0.006112898944847468
HOXA1,0.08930589657130891,1.0,-0.0006139518657056232
HOXA10,0.0,0.0,0.007371217435429293
HOXA11,0.0,0.0,0.008651132706033834
HOXA13,0.0,0.0,0.007504298895420671
HOXA2,0.70126560112575,1.0,0.001222151946044811
HOXA3,0.0,0.0,-0.003280198414447457
HOXA4,7.105243503700185e-120,7.567084331440698e-117,0.0010411091333430954
HOXA5,0.0,0.0,-0.005023756708769055
HOXA6,1.8947928481216576e-211,2.0179543832495653e-208,0.000964963924713319
HOXA7,0.0,0.0,-0.006089068613396975
HOXA9,1.3363711371339427e-147,1.423235261047649e-144,0.00010072892616563162
HOXB1,0.0,0.0,-0.0049470984844522704
HOXB13,0.0,0.0,0.007549101470939899
HOXB2,1.2213597483460727e-41,1.3007481319885675e-38,-0.0024306729784423844
HOXB3,7.780705368215079e-274,8.286451217149059e-271,0.0011897549437141636
HOXB4,6.833493403124967e-11,7.27767047432809e-08,-0.0002758553718139999
HOXB5,0.0,0.0,-0.0035356899966189556
HOXB6,7.73289171259251e-224,8.235529673911024e-221,-0.0030416069840990406
HOXB7,0.0,0.0,0.002262548686416507
HOXB8,0.0,0.0,-0.007175406594529546
HOXB9,0.0,0.0,0.0066536795131564505
HOXC10,0.0,0.0,0.003832396264905218
HOXC11,0.0,0.0,0.009383509710577366
HOXC12,0.0,0.0,0.0041524099674646875
HOXC13,0.0,0.0,0.004475647840331585
HOXC4,0.0,0.0,0.003963157981463753
HOXC5,0.0,0.0,-0.0006050143046407762
HOXC6,0.0,0.0,0.003320075310300612
HOXC8,3.0465095377080026e-204,3.2445326576590227e-201,-0.003109821667774175
HOXC9,0.0,0.0,0.008786668083859753
HOXD1,8.810959765362249e-125,9.383672150110796e-122,0.0009221391012082178
HOXD10,2.6651790914335704e-101,2.8384157323767525e-98,-0.00010573354394284107
HOXD11,0.0,0.0,0.007767767883394838
HOXD12,0.0,0.0,0.010643128653613877
HOXD13,0.0,0.0,0.006458495697380619
HOXD3,0.0008037417526796977,0.855984966603878,-0.0012240463994309288
HOXD4,0.0,0.0,-0.004004142247574137
HOXD8,0.0,0.0,-0.006972188817744404
HOXD9,0.0,0.0,0.0010861305720490395
HSF1,4.35526156729219e-172,4.638353569166182e-169,0.0019148469953390243
HSF2,1.2515770671025787e-17,1.3329295764642464e-14,0.000499439932463883
HSF4,0.0,0.0,0.0021551164197548163
HSF5,1.0029853562701686e-54,1.0681794044277295e-51,0.0034196745508934187
HSFY1,0.0,0.0,0.006408141676484208
HSFY2,5.827855383232166e-292,6.206665983142257e-289,0.003636550373556445
IKZF3,1.6231814018538652e-66,1.7286881929743664e-63,-0.00030754607342489
INSM1,0.0,0.0,0.005471435715743312
IRF1,0.0,0.0,0.08315652612410968
IRF2,0.0,0.0,0.02770716125557704
IRF3,0.0,0.0,0.04087450820455374
IRF4,0.0,0.0,-0.01224576797083625
IRF5,0.0,0.0,0.046341379101474886
IRF6,0.0,0.0,0.0219473539633544
IRF7,0.0,0.0,0.0560223911067326
IRF8,0.0,0.0,0.08308839627387782
IRF9,0.0,0.0,0.07742291719543537
IRX1,1.8130646365919926e-142,1.930913837970472e-139,-0.0004688763715745177
IRX2,2.9906778663217412e-43,3.1850719276326543e-40,0.0005699845066550434
IRX3,0.0,0.0,0.003784421160164769
IRX4,0.0,0.0,0.0018550758096651816
IRX5,4.6704237666538465e-148,4.974001311486347e-145,-0.0002688357070496465
IRX6,9.441891147882123e-308,1.005561407249446e-304,0.0030041373877628744
ISL1,0.0,0.0,0.003930700612807429
ISL2,0.0,0.0,0.00401356316859117
ISX,0.0,0.0,0.00528156598476976
JDP2,0.0,0.0,-0.09616717969783833
JUN,0.0,0.0,-0.0177371677551747
JUNB,0.0,0.0,-0.09544336696135719
JUND,0.0,0.0,-0.04710783356497594
KDM2A,0.0,0.0,0.006426523298949844
KDM2B,3.4443960702440827e-301,3.668281814809948e-298,0.0026584682310581594
KLF1,0.0,0.0,0.011087260502850034
KLF10,0.0,0.0,0.009739757548414996
KLF11,0.0,0.0,0.014430538609939886
KLF12,0.0,0.0,0.016721099234906237
KLF13,0.0,0.0,0.010857582413529222
KLF14,0.0,0.0,0.016090383239887693
KLF15,0.0,0.0,0.012067727486681556
KLF16,0.0,0.0,0.0055146822326837125
KLF17,1.6896553367600247e-147,1.7994829336494263e-144,0.00580794660076173
KLF2,0.0,0.0,0.010258516829366512
KLF3,0.0,0.0,0.010096879379743594
KLF4,4.1679195834304594e-304,4.43883435635344e-301,0.004594458853574209
KLF5,0.0,0.0,0.009900709322921954
KLF6,0.0,0.0,0.00835592917896386
KLF7,0.0,0.0,0.011656844746044656
KLF8,0.0,0.0,0.007898471222871387
KLF9,6.499582730083615e-222,6.92205560753905e-219,0.006158277880035144
KMT2A,0.0,0.0,0.005857456458398837
LBX1,0.0,0.0,0.005985798992910779
LBX2,0.0,0.0,0.006571160331695004
LCOR,0.0,0.0,0.002949929438727454
LCORL,0.0,0.0,0.0010744750911720839
LEF1,3.950799904520159e-232,4.207601898313969e-229,0.012417515431574142
LHX1,0.0,0.0,-0.003722885400887249
LHX2,0.0,0.0,0.0031162121722248296
LHX3,8.573911794439353e-282,9.13121606107791e-279,0.0018219040391779292
LHX4,1.2407975909023196e-96,1.3214494343109703e-93,0.0008079919961766907
LHX5,6.901500732159936e-213,7.350098279750331e-210,0.0014021605668911655
LHX6,0.0,0.0,0.0028068181742130736
LHX8,0.0,0.0,0.003172373614250455
LHX9,0.0,0.0,0.006817646078922181
LIN28B,0.0,0.0,0.011840496479343293
LIN54,0.0,0.0,0.010798303484087852
LMX1A,0.0,0.0,0.008113905375461639
LMX1B,3.586110948781347e-253,3.8192081604521346e-250,0.001494577663281431
MAF,1.5291384761397878e-55,1.628532477088874e-52,0.0003506067813395172
MAFA,0.0,0.0,-0.002796546955183575
MAFB,0.0,0.0,-0.07674895290440237
MAFF,0.0,0.0,-0.07856567917506677
MAFG,0.0,0.0,-0.06020183292146525
MAFK,0.0,0.0,-0.046073889361172016
MAX,2.288652889316142e-158,2.4374153271216914e-155,-0.0008623976812330431
MAZ,0.0,0.0,0.013100375361983291
MBNL2,0.0,0.0,0.005398529983661689
MECOM,0.0,0.0,0.012473206284709347
MECP2,0.0,0.0,0.004582991102643657
MEF2A,0.0,0.0,0.008867412992215187
MEF2B,0.0,0.0,0.00291306170485851
MEF2C,0.0,0.0,0.008757996866496639
MEF2D,0.0,0.0,0.013964152138356363
MEIS1,1.4469836752013794e-99,1.5410376140894692e-96,0.00014214842285734802
MEIS2,0.0,0.0,0.008681099559678107
MEIS3,0.0,0.0,0.009388503859207416
MEOX1,0.0,0.0,0.0016187632815032292
MEOX2,0.0,0.0,0.003618004628997612
MESP1,0.0,0.0,0.013512052809452224
MESP2,0.0,0.0,0.0027062091632409635
MGA,0.0,0.0,0.012596980002236288
MITF,0.0,0.0,-0.009971928383339879
MIXL1,0.0,0.0,0.0029580946397583957
MLX,0.0,0.0,-0.004190751535584014
MLXIP,7.126209768038872e-35,7.589413402961399e-32,0.0010487021523933604
MLXIPL,2.8073487917838697e-119,2.9898264632498214e-116,-0.000819129305340921
MNT,2.126394539650263e-98,2.26461018472753e-95,0.0011434374943740493
MNX1,2.7512441104182862e-90,2.9300749775954747e-87,0.000522224938137441
MSANTD3,1.924641983514677e-18,2.0497437124431308e-15,0.0013549611016997233
MSC,0.0,0.0,0.010706802678149052
MSGN1,2.7994243444291654e-264,2.981386926817061e-261,-0.0013233240663985263
MSX1,0.0,0.0,-0.0037624867302221456
MSX2,2.198403054795389e-54,2.3412992533570894e-51,-0.000594279597395663
MTF1,0.0,0.0,0.0075853407512909005
MTF2,0.0,0.0,0.007558997316960386
MXI1,0.0,0.0,0.004343000079721562
MYB,0.0,0.0,-0.0031384907489160835
MYBL1,0.0,0.0,0.008628957842143906
MYBL2,0.0,0.0,0.013059817642123842
MYC,0.0,0.0,0.004282056341305166
MYCN,0.0,0.0,0.0023866831950286396
MYF5,0.0,0.0,0.00503009372160286
MYF6,3.198161999033358e-272,3.4060425289705264e-269,0.00605913519722609
MYNN,0.0,0.0,0.0071955443159480575
MYOD1,0.0,0.0,0.005753749890148367
MYOG,0.0,0.0,0.009347329235731503
MYPOP,0.0,0.0,-0.015918303552472812
MYRF,0.0,0.0,0.010624257785190022
MYT1L,0.0,0.0,0.0039777459034201455
MZF1,0.0,0.0,0.0033634728020852413
NAIF1,0.0,0.0,-0.005958604577053814
NANOG,0.0,0.0,0.0037289172167595044
NEUROD1,2.9937231306572564e-155,3.188315134149978e-152,-0.00013130337700763793
NEUROD2,0.0,0.0,0.002985422903610962
NEUROG1,0.0,0.0,-0.0048454580013812705
NEUROG2,0.0,0.0,-0.001664799541136991
NEUROG3,2.559675654435662e-195,2.72605457197398e-192,-0.0012799981411777076
NFAT5,3.2466454277290787e-138,3.457677380531469e-135,0.0006761216562526304
NFATC1,0.0,0.0,0.002124668247312979
NFATC2,0.0,0.0,0.009334283950942171
NFATC3,0.0,0.0,0.005004859446847695
NFATC4,0.0,0.0,0.00718769273320085
NFE2,0.0,0.0,-0.13399087873558202
NFE2L1,0.0,0.0,-0.0889008775751638
NFE2L2,0.0,0.0,-0.09981729137672937
NFIA,0.0,0.0,-0.002035741669546242
NFIB,0.0,0.0,-0.0019299715840419285
NFIC,0.0,0.0,-0.0015033743848973907
NFIL3,0.0,0.0,-0.0693869833038619
NFIX,0.0,0.0,-0.003159169434992254
NFKB1,0.0,0.0,0.03213151772454533
NFKB2,0.0,0.0,0.010500923864064475
NFYA,0.0,0.0,0.004908570865386402
NFYB,1.002263111740848e-107,1.0674102140040032e-104,0.0032099912953522103
NHLH1,0.0,0.0,0.013289531042149805
NHLH2,0.0,0.0,0.0131445340279383
NKX1-1,0.0,0.0,0.0020793249943407205
NKX1-2,0.0,0.0,0.0029166123349635034
NKX2-2,0.0,0.0,0.004625184489278946
NKX2-3,0.0,0.0,0.005689941599381291
NKX2-4,0.0,0.0,0.004524309980031112
NKX2-5,0.0,0.0,0.005846319616129945
NKX2-6,0.0,0.0,0.0033854944459201534
NKX2-8,0.0,0.0,0.005273762763041605
NKX3-1,0.0,0.0,0.0077608312679821765
NKX3-2,0.0,0.0,0.009664421446500043
NKX6-1,0.0,0.0,0.002745402425478222
NKX6-2,0.010546437197909674,1.0,-0.000829705814354504
NKX6-3,2.2768043797488724e-294,2.424796664432549e-291,0.0014629848424788034
NOBOX,0.0,0.0,0.002064399320093755
NOTO,0.0,0.0,0.004199237428569447
NPAS2,1.2824604892264721e-101,1.3658204210261928e-98,0.0030027774219236105
NR1D1,8.891408413634857e-259,9.469349960521123e-256,-0.006039363319460839
NR1D2,0.0,0.0,-0.0010450577114473718
NR1H4,0.0,0.0,-0.011140838149530596
NR1I2,4.072384044258397e-269,4.337089007135193e-266,0.0022055171893275334
NR1I3,0.0,0.0,0.004137178800260345
NR2C1,0.0,0.0,0.004020410642355587
NR2C2,0.0,0.0,0.02800459430796713
NR2E1,7.942908119610299e-295,8.459197147384969e-292,-0.005310780621904682
NR2E3,0.0,0.0,-0.0036746855804299997
NR2F1,0.0,0.0,-0.005762165840469095
NR2F2,0.0,0.0,-0.006132242910159437
NR2F6,0.0,0.0,0.003687059312939811
NR3C1,0.0,0.0,0.0015986233431045669
NR3C2,0.0,0.0,0.0034101099712851926
NR4A1,0.0,0.0,-0.005213968242273537
NR4A2,0.0026620257457280953,1.0,-5.850716599601832e-05
NR4A3,1.2683882381301927e-20,1.3508334736086552e-17,-0.00048842589606902
NR5A1,0.0,0.0,-0.004058573124565586
NR5A2,0.0,0.0,-0.006065398221309113
NR6A1,0.0,0.0,-0.004508205516981025
NRF1,0.0,0.0,0.016954625003168106
NRL,5.399372476643878e-63,5.75033168762573e-60,0.00034041807627506644
OLIG1,0.0,0.0,0.002427078402398599
OLIG2,0.0,0.0,0.002263615208159207
OLIG3,6.946599782814025e-79,7.398128768696937e-76,0.0002899629086655191
ONECUT1,0.0,0.0,0.009041873063126727
ONECUT2,0.0,0.0,0.006307537850734533
ONECUT3,0.0,0.0,0.004256457437140843
OSR1,0.0,0.0,0.006010474610954006
OSR2,0.0,0.0,0.006563392305652298
OTP,0.0,0.0,0.00497419251745744
OTX1,0.00014665138914424464,0.15618372943862055,0.00015967996325460393
OTX2,1.0115711782930719e-21,1.0773233048821215e-18,0.0006598352841272956
OVOL1,0.0,0.0,0.005382789549143181
OVOL2,0.0,0.0,0.007482412258211054
PATZ1,0.0,0.0,0.010949629663646952
PAX1,0.0,0.0,0.003522893436899585
PAX2,0.0,0.0,-0.002100591259308865
PAX3,0.0,0.0,0.002300539090002789
PAX4,0.0,0.0,0.0007678846925672101
PAX5,0.0,0.0,0.0013616277557980394
PAX6,0.0,0.0,0.003988541254977263
PAX7,0.0,0.0,0.0018718251101037808
PAX8,2.5724667555916753e-08,2.7396770947051343e-05,-3.019435059956055e-05
PAX9,2.6870628332090027e-176,2.861721917367588e-173,-0.0026968346664483778
PBX1,0.0,0.0,0.01030666162574604
PBX2,0.0,0.0,0.004568549161621471
PBX3,0.0,0.0,0.006436941843803057
PBX4,0.0,0.0,0.008040771230734985
PDX1,1.7008474356258734e-126,1.8114025189415552e-123,-0.0032405457498194817
PGR,0.0,0.0,0.0020487660664773068
PHF1,0.0,0.0,0.005591964039547953
PHOX2A,3.307787829897661e-153,3.522794038841009e-150,0.0009393188934448855
PHOX2B,0.0,0.0,0.0008435740921184411
PITX1,6.806574746328415e-14,7.249002104839762e-11,-0.0006165279298124098
PITX2,0.0,0.0,-0.0013461182532695623
PITX3,0.0,0.0,-0.0033903096885880245
PKNOX1,0.0,0.0,0.019990818368687352
PKNOX2,0.0,0.0,0.021496813027944373
PLAG1,0.0,0.0,0.0032268834015168404
PLAGL1,0.0,0.0,0.007299514361378101
PLAGL2,0.0,0.0,0.008337087424607367
POGK,0.0,0.0,0.00840633086155343
POU1F1,0.0,0.0,-0.009453458012129412
POU2F1,0.0,0.0,-0.0007804177739931039
POU2F2,0.0,0.0,0.00831069141698506
POU2F3,0.0,0.0,0.00609539417061517
POU3F1,0.0,0.0,0.004118127209272871
POU3F2,0.0,0.0,0.004554972361025263
POU3F3,0.0,0.0,0.007417451592810129
POU3F4,1.3840500887344002e-152,1.4740133445021361e-149,0.0006289433545954839
POU4F1,9.486367647096462e-134,1.0102981544157732e-130,0.0008643495103019608
POU4F2,3.4988565334239277e-07,0.0003726282208096483,-0.0008788422956602232
POU4F3,0.0,0.0,0.001045719718858949
POU5F1,0.0,0.0,-0.004524733001875196
POU5F1B,0.0,0.0,0.003919735287686221
POU6F1,0.0,0.0,0.005842712804960631
POU6F2,0.0,0.0,0.00473719934137932
PPARD,0.0,0.0,-0.00652397663386186
PPARG,0.0,0.0,-0.009950536695660678
PRDM1,0.0,0.0,0.029402062569223536
PRDM4,0.0,0.0,0.011984025986937145
PRDM6,0.0,0.0,0.011872614544386916
