,celltype,tf,pval,pval_adj,mean_difference,Correlation,corr_padj
49,cMono,CEBPA,3.2970925896955582e-143,1.983843846342243e-142,0.024465469066961898,0.0574938278555551,1.6009541724933698e-27
50,cMono,CEBPB,2.5793784437220913e-144,1.5971151410255973e-143,0.02556007098629892,0.0605919703528988,1.815702779795134e-30
51,cMono,CEBPD,7.19048573910053e-138,3.867609753607103e-137,0.023272032288309763,0.1714328382794104,1.6375347302698579e-242
52,cMono,CEBPE,7.076685692617572e-138,3.825720945501378e-137,0.010249569900680322,0.0243837652920839,1.010776650298042e-05
53,cMono,CEBPG,1.7113743563548383e-140,9.746597270149214e-140,0.01775669279132497,0.0294018354450419,7.069447439835472e-08
54,cMono,CENPB,1.4874978618535575e-97,3.551984804650311e-97,-0.001357922606643698,-0.013522500189553,0.0209145828089892
55,cMono,CENPBD1,8.149616188874392e-105,2.2254721131156994e-104,-0.00030169980760182125,-0.0134956328147455,0.0211157459015328
56,cMono,CIC,9.582260009384243e-212,2.0826748795906566e-210,0.0011687750647288407,-0.0011069254012472,0.902125254938538
57,cMono,CLOCK,2.1767702930494612e-28,2.7631231967791134e-28,-1.1333381771082285e-05,0.0111599780576172,0.0633763182726873
58,cMono,CPEB1,4.431818091574375e-143,2.6516214986105108e-142,-0.0014194623418512103,0.0103737519739848,0.0884471683721881
59,cMono,CREB1,2.2321409852467987e-30,2.892007480885451e-30,-0.001031326552693279,0.0467613342591276,1.4978093852334046e-18
60,cMono,CREB3,5.0831524935913535e-39,6.994260214050119e-39,-0.001225212530705705,-0.0138491664156754,0.0176489484963074
61,cMono,CREB3L1,1.3634558782826328e-66,2.2831454565581823e-66,-0.0007712689614650103,-0.0098810623893046,0.1076952530913296
62,cMono,CREB3L2,2.556980001791843e-20,3.119339864728881e-20,-0.00032164490988905586,0.005795169200843,0.3949507317522046
63,cMono,CREB3L4,2.8356583639241893e-12,3.3005203907970074e-12,-0.0011017418137393986,0.0078364324474262,0.2189026925648317
64,cMono,CREB5,4.6737770259886955e-120,1.7046481276294386e-119,0.0009390747444912584,0.1395372412669329,4.2411287079179486e-160
65,cMono,CREBL2,5.715428935566336e-103,1.5179381088224807e-102,0.003300527829742772,0.0018980577599703,0.8189957433317244
66,cMono,CREBZF,6.882840922904647e-79,1.2770427844762108e-78,-0.0010209357136519645,0.0751044859197562,1.547447004206644e-46
67,cMono,CREM,2.771821850443104e-22,3.4127055152854403e-22,1.4479036013287372e-05,0.0197286172748436,0.0004636664368188
68,cMono,CRX,1.3306951636747593e-38,1.8215814258529805e-38,-0.000264478499638612,0.0092835037261744,0.1334087135280899
69,cMono,CTCF,2.0032000690215495e-09,2.2695830569233513e-09,-0.0003304963688900153,-0.028830927106004,1.2604578395491614e-07
