,celltype,tf,pval,pval_adj,mean_difference,Correlation,corr_padj
70,cMono,CTCFL,4.270914028520641e-10,4.869939443655763e-10,-0.000340895385056994,0.0193520881203529,0.0006038428428693
71,cMono,CUX1,2.0702105599048555e-80,3.9370968683904836e-80,-0.0002835301838790497,-0.068701925418589,5.253369066170465e-39
72,cMono,CUX2,1.114707812483174e-97,2.667783865830518e-97,-0.0006992699778264558,-0.0022179364659016,0.780948566623712
73,cMono,CXXC1,4.416138131626434e-81,8.47421100933721e-81,-0.000520901405503052,-0.0030354083512734,0.6884348408801964
74,cMono,CXXC5,3.9781403144511853e-112,1.24243971697669e-111,-0.0005911538402908895,0.018223004632882,0.0012947433426733
75,cMono,DBP,4.162333662781529e-121,1.549959912888926e-120,0.013286919936756736,0.0030756588435859,0.6845624333511792
76,cMono,DBX1,0.07445162454213755,0.0775082894793514,0.0002988627323578033,0.0,0.0
77,cMono,DBX2,8.702337030872178e-99,2.1111592113619294e-98,-0.00028411935361861637,0.0,0.0
78,cMono,DLX1,0.0028967453805807957,0.0030850338303185475,0.00013448299184075433,0.0,0.0
79,cMono,DLX2,0.0048206352179479975,0.005108434335437431,0.00012459968188599773,0.0,0.0
80,cMono,DLX3,7.090694556055626e-05,7.658813085394769e-05,0.0003437940208378277,0.0,0.0
81,cMono,DLX4,5.723672567201062e-106,1.5957359382379924e-105,0.0009320036263018115,0.0063789867113826,0.3400484795045781
82,cMono,DLX5,5.223166762391156e-66,8.691675940541533e-66,0.0006241438572492574,0.0,0.0
83,cMono,DLX6,0.13854343829610852,0.14339043905282367,0.00023083613603335894,0.0,0.0
84,cMono,DMBX1,3.232911166068124e-128,1.3939475270698592e-127,0.00030642484620927064,0.0,0.0
85,cMono,DMRT1,1.6636753393493453e-132,7.637130329340745e-132,-0.0005275881726540428,0.0,0.0
86,cMono,DMRT2,0.5716875670175297,0.5798545322606372,0.0001619565248355461,0.0,0.0
87,cMono,DMRT3,5.121180670232824e-81,9.809455780212153e-81,-0.0005955960759561497,0.0,0.0
88,cMono,DMRTA1,5.412847713867628e-209,1.1529365630538047e-207,0.0006060557046048848,0.0,0.0
89,cMono,DMRTA2,1.0894369293210089e-123,4.250001207790749e-123,-0.0009798206695616225,0.0,0.0
90,cMono,DMRTC2,5.034425926612516e-88,1.0513065905573195e-87,-0.0006517847387219654,0.0,0.0
91,cMono,DNMT1,1.228042822387999e-100,3.0845886930264594e-100,-0.0005717809854776726,0.0260132272897236,2.1561580292305453e-06
92,cMono,DPF1,4.6416563218601605e-97,1.1009719338042474e-96,-0.0012375802743306574,0.0281527198053547,2.593001058800567e-07
93,cMono,DPRX,9.610074901995124e-09,1.0818953245903601e-08,0.00025823216774049527,0.0,0.0
94,cMono,DRGX,1.0645527603088178e-07,1.1871714028574775e-07,0.000557009742617414,0.0,0.0
95,cMono,DUX4,6.675612404999897e-11,7.694293518749882e-11,1.121134615117425e-06,0.0,0.0
96,cMono,DUXA,3.1537127522787587e-118,1.1084831951078805e-117,-0.00047186795709366295,0.0,0.0
97,cMono,E2F1,5.197820433445491e-136,2.6742409476422453e-135,-0.001750918181179055,0.0173650965654698,0.002274221249586
98,cMono,E2F2,1.728016004511954e-112,5.477193585729853e-112,-0.0008335652860976053,-0.0200085515076846,0.0003812291423797
99,cMono,E2F3,2.473686544522837e-94,5.641276595110966e-94,-0.0007674546449452785,-0.0363859481843288,1.4163285461420249e-11
100,cMono,E2F4,6.686360277921386e-162,5.789409508931932e-161,-0.0009587458881576624,-0.0202965884549274,0.0003107452453734
101,cMono,E2F5,7.53359944226488e-151,5.384753963766509e-150,-0.0009342850510017583,0.0375890889424641,2.815950810599952e-12
102,cMono,E2F6,6.16595736010274e-84,1.2183199607624153e-83,-0.000635122925937287,0.0084416271328622,0.177957193919736
103,cMono,E2F7,1.6742144080532718e-153,1.2735988175548102e-152,-0.0006506379856114613,0.016895169801029,0.003075322083346
104,cMono,E2F8,1.3946077218161812e-144,8.736807198436664e-144,-0.0011690321178809346,0.0051589391995802,0.4601244200952357
105,cMono,EBF1,3.611403497285628e-18,4.365658030203398e-18,0.0014516835247103807,-0.0215300239302856,0.0001183462105103
106,cMono,EBF2,1.3973865160130895e-38,1.9104193062309887e-38,0.0017524368855002075,-0.0017888359772831,0.8314083350938485
107,cMono,EGR1,1.0950915051681784e-119,3.966913105456156e-119,-0.002365069165009885,-0.0506586991664656,1.4712221729684629e-21
108,cMono,EGR2,1.1806493571187735e-106,3.3352561414628485e-106,-0.0016482969814793644,-0.0123263287603071,0.0372419435233395
109,cMono,EGR3,4.090123390614678e-105,1.125576591990861e-104,-0.0015293799990420496,0.0192968079468956,0.0006250753128036
110,cMono,EGR4,1.0355159552990032e-124,4.161601858088447e-124,-0.002203873757206362,0.0038575952276582,0.5943625274179475
111,cMono,EHF,1.0139149682530266e-170,1.018697586027805e-169,-0.0036251909100245144,0.0006336657603614,0.9409563876064104
112,cMono,ELF1,3.4224452862912e-153,2.5668339647184e-152,-0.005280330269397865,0.0273054985030638,6.028486984690852e-07
113,cMono,ELF2,4.741425929609573e-238,1.8702291166793316e-236,-0.0050180581928192525,0.0226263540352733,4.859913347022053e-05
114,cMono,ELF3,4.4186197334789835e-243,2.046013050502225e-241,-0.00492032884975499,0.006706101169983,0.3092280358178533
115,cMono,ELF4,2.0323085813322438e-195,3.381888498623187e-194,-0.005125532354811807,0.0080558666168298,0.2034102260140562
116,cMono,ELF5,7.640980483605998e-200,1.3340400352525225e-198,-0.003843235993870875,0.0001091859519099,0.9915038027893234
117,cMono,ELK1,1.60083229124336e-114,5.2297128532950254e-114,-0.006572985478027288,0.0024623283629616,0.749322426540373
118,cMono,ELK3,3.4858278794940846e-134,1.6874575871187271e-133,-0.0060118010604393035,-0.047721571727967,2.9374846635203575e-19
119,cMono,ELK4,8.933573296399712e-117,3.0691146969889333e-116,-0.0052275778083269026,0.0600059669574634,6.586851207425903e-30
120,cMono,EMX1,6.551294814915622e-14,7.718063028634002e-14,0.0006520586664778266,0.0022006482323631,0.782422349918617
121,cMono,EMX2,0.2893568274770536,0.296312520445252,0.00038154657468008647,-0.0041450204670756,0.5620628509313786
122,cMono,EN1,7.43436996841266e-23,9.174512185816318e-23,0.000626921122638905,0.0,0.0
123,cMono,EN2,0.11788976116819637,0.12213287514020343,0.0005781810046663061,0.0,0.0
124,cMono,EOMES,1.938043287592248e-46,2.7337961606433694e-46,-0.0014430388050478693,0.0859358835743374,9.403130154868867e-61
125,cMono,ERF,6.153474603920875e-115,2.028932028846976e-114,-0.005248161298553766,0.0171626199209434,0.0025914524369779
126,cMono,ERG,1.7125030846944513e-112,5.44422622447639e-112,-0.0007437296131551502,0.0017579370534055,0.8342445626648702
127,cMono,ESR1,1.5543638034612681e-139,8.667002359613877e-139,0.0017794174901826429,-0.0129330776498868,0.0279267240868012
128,cMono,ESR2,1.5585231206984281e-164,1.418655661148569e-163,0.0024305411762629743,-0.0561921513730634,2.424701926298913e-26
129,cMono,ESRRA,8.715638371806381e-199,1.4971217525764186e-197,0.002219330528318816,0.01730117480707,0.0023698379571879
130,cMono,ESRRB,1.763416698622113e-151,1.2863279342688702e-150,0.001910000083207554,0.0,0.0
131,cMono,ESRRG,3.153184637975349e-135,1.5765923189876745e-134,0.0038358201340726594,-0.0010639277363533,0.9032722273193032
132,cMono,ESX1,9.36740557733878e-08,1.046829689387807e-07,-1.868884503478628e-05,0.0,0.0
133,cMono,ETS1,1.16053143816944e-66,1.946403120709376e-66,-0.0011088052917970215,0.0943194507494206,4.26092871189951e-73
134,cMono,ETS2,2.4613607262085195e-111,7.576153680381715e-111,-0.009957768643589868,-0.0299013200750302,4.111054284882232e-08
135,cMono,ETV1,1.7075122634860676e-127,7.159451026034103e-127,-0.0033759026407448114,-0.0003346130620059,0.9658326710178748
136,cMono,ETV2,7.876392768132923e-126,3.226291653100601e-125,-0.005136603874758318,-0.0087079300759241,0.1639514887535967
137,cMono,ETV3,6.61521068714657e-114,2.1413979883924306e-113,-0.0044216029604996,0.0324636772564191,2.1251588000799732e-09
138,cMono,ETV3L,1.5102843639407605e-202,2.8218471010472107e-201,-0.0013819542559885822,0.0031511105305538,0.6735207147464572
139,cMono,ETV4,8.109736816323705e-125,3.2839808780930593e-124,-0.0038790563175746945,0.0,0.0
140,cMono,ETV5,2.7329686940211215e-135,1.372930027892686e-134,-0.0038126117828531716,0.0010950521090454,0.9028907420610895
141,cMono,ETV6,2.0368701118190774e-97,4.852945568428003e-97,-0.0061691783174966375,0.0375600720343754,2.907575285120303e-12
142,cMono,ETV7,7.676743362234681e-149,5.240853641525599e-148,-0.0034106732527646455,0.0545642926593911,6.815170051961542e-25
143,cMono,EVX1,1.0026643227553568e-94,2.3013739304621874e-94,0.0009515068680251079,0.0,0.0
144,cMono,EVX2,1.6711764535553946e-43,2.344931387399862e-43,0.0007031811260664357,0.0,0.0
145,cMono,FBXL19,8.729617250316215e-86,1.781042599920837e-85,-0.0005183789433964841,-0.0162485046539107,0.004604093240223
146,cMono,FERD3L,3.6168641936340465e-15,4.2942701964551386e-15,0.0002667405483481357,0.0,0.0
147,cMono,FEV,2.01143442400934e-117,6.977777399250641e-117,-0.006099819041029027,0.0,0.0
148,cMono,FEZF1,1.7206084600724237e-100,4.291447330157216e-100,-0.00037781868054589593,0.0,0.0
149,cMono,FIGLA,8.106224072460837e-50,1.1745753247851418e-49,-0.003178111593626215,-0.0010306318579338,0.9075262579177568
150,cMono,FLI1,5.16442654466924e-56,7.879819871164385e-56,0.0025625501445976917,0.0294688783095362,6.605509967848572e-08
151,cMono,FOS,5.940392931948197e-186,8.008251231044089e-185,0.01850889684456619,0.0791281663174577,1.3719613122376306e-51
152,cMono,FOSB,8.363997402838771e-15,9.875451478961521e-15,-0.0009078163802204164,0.0261768301468085,1.8367999414158869e-06
153,cMono,FOSL1,7.658932836465091e-190,1.1328838153937948e-188,0.019677549788124304,0.0194199810994363,0.000579988812139
154,cMono,FOSL2,8.56146547857301e-188,1.1841507447636695e-186,0.01866418283860022,0.011485207999161,0.0551195376690078
155,cMono,FOXA1,2.3503028181007236e-91,5.087545734303396e-91,-0.001131297145674004,0.0,0.0
156,cMono,FOXA2,1.0912068698849685e-48,1.568333760360987e-48,-0.00020142711180527652,0.0,0.0
157,cMono,FOXA3,2.9378080341086926e-108,8.595509770125707e-108,-0.001137998388754326,0.0,0.0
158,cMono,FOXB1,0.9237228585008465,0.9254608130793993,0.00038666254251178145,0.0033007844235827,0.6557865093744925
159,cMono,FOXB2,1.5430195565288522e-118,5.496039557535879e-118,-0.0006187960191502222,0.0,0.0
160,cMono,FOXC1,1.833399010281816e-73,3.238092779353456e-73,-0.00021993155558976824,6.043055983616792e-05,0.9955974098850172
161,cMono,FOXC2,2.3313180550682455e-66,3.891620264338058e-66,-0.00020937701171942888,0.0016850961930483,0.8451777080387209
162,cMono,FOXD1,1.6557255331094863e-88,3.491777609428916e-88,-0.0014347935591398422,0.0069701003156292,0.2849538897752441
163,cMono,FOXD2,1.4357316342293539e-69,2.4702006307823294e-69,-0.00024145719473692845,0.0029254205422627,0.7003483378775317
164,cMono,FOXD3,1.4587951983081408e-37,1.9766118145014886e-37,-0.0004558867094908402,0.0,0.0
165,cMono,FOXE1,3.2509774256638384e-106,9.111291995610494e-106,-0.0014404364961905069,0.0046166022552369,0.5083168277791574
166,cMono,FOXF2,5.15047546199621e-79,9.589609033262174e-79,-0.0019647313882588356,0.0,0.0
167,cMono,FOXG1,3.333544410979789e-92,7.335175201846024e-92,-0.0016566739657313118,0.0,0.0
168,cMono,FOXH1,1.7707566225776407e-289,1.4506583100347594e-287,0.0009342569302115498,0.0048535894419588,0.4883032923718594
169,cMono,FOXI1,4.7901816733111176e-92,1.0518646354796577e-91,-0.00115578232838107,0.008302459318425,0.186744199668771
170,cMono,FOXJ1,4.5218827867763034e-105,1.2411868989476194e-104,-0.0015215236101695333,-0.0043355629367033,0.5375728811810381
171,cMono,FOXJ2,4.1564644308290277e-101,1.0564760426808865e-100,-0.0025314582888352963,-0.0059997384482677,0.3750695935359532
172,cMono,FOXJ3,2.1558631443757565e-66,3.604386575761665e-66,-0.0010894170414081205,0.0548261716922522,4.112634307195456e-25
173,cMono,FOXK1,1.4621551663770488e-88,3.0896731194276923e-88,-0.0015917275943888275,0.0281342973693652,2.629517599246878e-07
174,cMono,FOXK2,2.147940326041081e-133,1.0212305568007819e-132,-0.00212985776896768,0.0150839442404206,0.0091329249518996
175,cMono,FOXL1,5.308283267697627e-93,1.1827032803552244e-92,-0.000773612205591738,0.0,0.0
176,cMono,FOXL2,9.665312927214376e-112,3.001037395767729e-111,-0.000966199594385847,0.0,0.0
177,cMono,FOXM1,3.772721798228099e-144,2.3225137081577604e-143,-0.000502715714333142,0.0255632413797313,3.365733143732588e-06
178,cMono,FOXN1,4.1446609244512245e-102,1.071374729257416e-101,-0.0003503267313404168,0.0,0.0
179,cMono,FOXN2,1.3305210818640913e-118,4.771060445068206e-118,-0.0009472744942675346,-0.0325486920661992,1.926042355864113e-09
180,cMono,FOXN3,5.630979102430635e-100,1.3881927648353302e-99,-0.0018737882865430995,0.0187212801359653,0.0009408448113361
181,cMono,FOXN4,1.1067828396210978e-67,1.8709900384070938e-67,-0.0004613515847121559,0.0,0.0
182,cMono,FOXO1,5.2582827748560626e-98,1.2641244142712655e-97,-0.001192471238647002,0.062174461839885,4.848770947770033e-32
183,cMono,FOXO3,9.792200991034964e-35,1.3019593077967837e-34,-0.0005686605981811768,0.019090486569578,0.0007204572565293
184,cMono,FOXO4,7.286499861699659e-87,1.5068198743126478e-86,-0.0009117341423011197,-0.0046469948450569,0.5078342388160022
185,cMono,FOXO6,2.7002498988824987e-80,5.107932757211121e-80,-0.0017058801095747554,-0.0011447935157192,0.897098730115275
186,cMono,FOXP1,3.8838868450338075e-116,1.3131236476066682e-115,-0.0022050886186754035,0.143992442892433,1.5271400499170737e-170
187,cMono,FOXP2,1.3720936611390751e-123,5.3331377704858204e-123,-0.0018153352864969594,0.0,0.0
188,cMono,FOXP3,5.449417246004707e-280,4.145449547853581e-278,0.0007879581488608178,0.0142846257006569,0.0140838550082726
189,cMono,FOXQ1,1.2563600723492723e-145,8.012116629053742e-145,-0.0014649577202274612,0.0,0.0
190,cMono,FOXR1,8.32896990639148e-93,1.8441482225170327e-92,-0.00040366484128730087,0.0,0.0
191,cMono,FOXR2,4.5736962615572123e-113,1.458379197173183e-112,-0.0017357709207599104,0.0,0.0
192,cMono,FOXS1,7.183068052803931e-128,3.0599869904944748e-127,-0.0011762538888584334,0.0,0.0
193,cMono,GABPA,4.89611458892806e-123,1.8892616076841972e-122,-0.0058491124469166045,0.0007754643266614,0.928814071393746
194,cMono,GATA1,3.2963473599221754e-68,5.599058912786471e-68,-0.0009274360690851198,0.0014982245515337,0.8643021516683491
195,cMono,GATA2,1.1319819843941759e-73,2.0059248142758692e-73,-0.0010985967476195152,0.001382076868002,0.8710007674967062
196,cMono,GATA3,4.570646793193713e-77,8.33516923758785e-77,-0.0014163379521705752,0.0887533554512719,8.864048072277995e-65
197,cMono,GATA4,1.6131818319277392e-84,3.2173008445749853e-84,-0.0011340719413526802,0.0,0.0
198,cMono,GATA5,7.841373508375554e-95,1.8036852670453487e-94,-0.0012143559783040804,0.0,0.0
199,cMono,GATA6,1.2040518939891327e-109,3.6121556819673984e-109,-0.0023613082232803867,0.0052444275647141,0.4523065435641565
200,cMono,GBX1,0.03359177960571015,0.03517723233046344,0.00043956799296937174,0.0,0.0
201,cMono,GBX2,4.2897677191507513e-05,4.647612025326094e-05,0.0005849029931825414,0.0,0.0
202,cMono,GCM1,9.614721637569698e-38,1.3044176489186916e-37,-0.00027665978768283113,0.0056031366327561,0.4147440923726989
203,cMono,GCM2,2.0032862552662595e-109,5.976190089239682e-109,-0.001672840634136398,-0.0014226840429301,0.8666212319329086
204,cMono,GFI1,1.7883783266721484e-26,2.2433721058961578e-26,2.5793020257316307e-06,0.0504421504938497,2.156683580346332e-21
205,cMono,GFI1B,3.8232542627624104e-18,4.616514500954611e-18,0.00013496687202599854,0.001877686817204,0.8212369777495832
206,cMono,GLI1,6.225639734228298e-128,2.6627736212663203e-127,0.0007690066795970774,-0.0016594230638377,0.8482873253845348
207,cMono,GLI2,1.956136832187336e-18,2.3700633973600826e-18,-0.00012508907390441568,0.0,0.0
208,cMono,GLI3,1.4023923240546988e-21,1.718697152034815e-21,-0.0001995545162096421,0.0072405576609493,0.2624541837568568
209,cMono,GLI4,0.011600161920713703,0.012256123457896919,0.00023874888373973113,-0.0077790437818274,0.2232320597699448
210,cMono,GLIS1,1.6061194820084114e-17,1.932787851230461e-17,9.818942734547698e-05,0.0,0.0
211,cMono,GLIS2,3.068214770646779e-94,6.98215540756158e-94,-0.0018730966829523035,-0.0047877272921265,0.4951174938162876
212,cMono,GLIS3,2.5408511339229895e-88,5.3372908434477e-88,-0.0016347457059867204,-0.0020240142151467,0.8049048451440945
213,cMono,GMEB1,7.10994686515984e-116,2.3811614501242864e-115,-0.0006920538328140588,0.0114359741247099,0.0562364089860028
214,cMono,GMEB2,5.569293211879071e-82,1.0803820165120603e-81,-0.003628762094345289,0.007058733770175,0.277820422159773
215,cMono,GRHL1,1.381424306559878e-93,3.0972987083921476e-93,-0.0008938351901335794,-0.0028555737108013,0.7076221921528599
216,cMono,GRHL2,0.00037416586526279824,0.00040210559687677103,1.3992149960518827e-05,-0.003654903834933,0.6189012797710665
217,cMono,GSC,9.008830590160732e-160,7.495628576969671e-159,0.0004165215120999696,-0.0134959753213819,0.0211157459015328
218,cMono,GSC2,2.6027366893950042e-145,1.6401861385832424e-144,0.0007067481700472542,0.0,0.0
219,cMono,GSX1,0.0005521917124703562,0.0005916339776468102,7.280467997418383e-05,0.0,0.0
220,cMono,GSX2,0.33958145290630604,0.3464121143153409,0.0003427464422673318,0.0,0.0
221,cMono,GTF3A,1.899211306808917e-174,2.002633704704452e-173,0.0009309477717336138,-0.0113079691419748,0.0595415501614962
222,cMono,HAND2,2.6784805387074892e-53,3.995212568240163e-53,-0.004773650838836074,0.0,0.0
223,cMono,HBP1,9.488293659070607e-102,2.4349476498578784e-101,-0.0005598777524326356,0.0489567808864819,3.3270263575386194e-20
224,cMono,HDX,2.0242872211856116e-10,2.3156454248793515e-10,-7.565285209761366e-06,-0.0065783889080187,0.321107121902301
225,cMono,HES1,3.204022629939075e-129,1.38710735808338e-128,-0.0006145237127463052,0.0240671635562014,1.349567109766358e-05
226,cMono,HES2,4.8397797963853863e-79,9.026909777846649e-79,-0.0004480939211907453,0.0189849090547483,0.0007775378805316
227,cMono,HES4,8.541679671259084e-28,1.0803905997495159e-27,-0.00022785993328906448,-0.0008914755836078,0.9195408794854676
228,cMono,HES5,8.283313632149037e-101,2.0855151343353955e-100,-0.0010858692961835253,0.0,0.0
229,cMono,HES6,6.579277084289428e-54,9.868915626434143e-54,-0.0005543126868944436,0.0013807827167016,0.8710007674967062
230,cMono,HES7,8.811905334796236e-136,4.490277120362675e-135,-0.0007972815377893239,0.0094475707938047,0.1263401907755226
231,cMono,HESX1,0.00017234264085353118,0.00018558636249647192,0.0002116981899204541,0.0026748144931509,0.7285349598337099
232,cMono,HEY1,1.4625391204650706e-59,2.293967839904713e-59,-0.0005138569692789696,0.0173928510197738,0.002245614715386
233,cMono,HEY2,3.014347909829243e-51,4.397644553381019e-51,-0.00028807676728487275,0.0053847329048758,0.4385699588148525
234,cMono,HEYL,7.119221406320132e-83,1.396311380797595e-82,-0.0007102935367095976,0.0044382556577004,0.526165991305807
235,cMono,HHEX,0.003048555159621674,0.003243467777219863,0.00016346530174287353,-0.0428660700439523,1.0532425978319726e-15
236,cMono,HIC1,6.535944796657168e-39,8.981653172180495e-39,-0.00019301939056978745,0.0390579291752058,3.6056948986080907e-13
237,cMono,HIC2,2.3210522646612152e-08,2.6020217493307307e-08,0.00021169467810027136,-0.0147545633176458,0.0108443063584482
238,cMono,HIF1A,1.3639849967646322e-110,4.174264429753831e-110,-0.0015014512284805617,0.0009526432094186,0.9135589753402508
239,cMono,HINFP,4.594669711474314e-143,2.7337001355978466e-142,-0.0012270897907865758,0.0071818628525305,0.267070950792923
240,cMono,HKR1,0.0004453787123502482,0.0004776720328831967,0.0004131785182901679,0.0,0.0
241,cMono,HLF,8.447234515385945e-127,3.514181546439856e-126,0.010255746180221459,-0.0086010202176477,0.1700920040268842
242,cMono,HLX,8.702001598804852e-52,1.2782940279623678e-51,-0.00010740295507168356,-0.058600724489721,1.471399014730773e-28
243,cMono,HMBOX1,1.9370409448315976e-57,2.9768378156502905e-57,-0.00018270527418030522,0.0055586409191848,0.4197029251367568
244,cMono,HMG20B,1.2908602365106962e-07,1.4350377368307845e-07,-1.5103966246878334e-05,0.0135352887157488,0.0208223905910388
245,cMono,HMGA2,1.2432222403713142e-120,4.5973322430397564e-120,-0.0005309310263192204,0.0002118161161496,0.9791041290029598
246,cMono,HMX1,3.435984835800672e-29,4.414142159382045e-29,-0.00010957059577619728,0.0,0.0
247,cMono,HMX2,3.409865343601488e-84,6.775198863685793e-84,-0.0002081292421065653,0.0,0.0
248,cMono,HMX3,7.386037693689089e-41,1.022903789828203e-40,2.2246027143664124e-05,-0.002570508504672,0.738092369735937
249,cMono,HNF1A,2.0788131368337596e-27,2.62625858923838e-27,0.0008667302063132386,0.001335728287247,0.8762831844119608
250,cMono,HNF1B,0.9155110158844659,0.9189625183006185,0.0003859649886726116,0.0,0.0
251,cMono,HNF4A,1.8506773449300923e-155,1.449243656140109e-154,0.0016611729368110305,-0.0110912108759057,0.0653651716063815
252,cMono,HNF4G,1.2417588053963226e-157,1.0018735816265785e-156,0.0008904788030514189,0.0,0.0
253,cMono,HOMEZ,1.0248307549438729e-79,1.9283476219350257e-79,-0.0009810781634705576,-0.0158216058959537,0.0059862146493942
254,cMono,HOXA1,7.386981602133383e-55,1.1143251283671462e-54,0.0009049321552482489,-0.0061098614152513,0.3652039358275383
255,cMono,HOXA10,2.8957248510056298e-89,6.143320650041824e-89,-0.0009407070784580376,-0.0100581155094028,0.1002002247246506
256,cMono,HOXA11,1.9907780501246572e-95,4.629210968084628e-95,-0.0011646896414371846,0.0,0.0
257,cMono,HOXA13,3.7189996435798887e-82,7.227617920460914e-82,-0.00038256083165160576,0.0,0.0
258,cMono,HOXA2,2.1560272830845107e-07,2.3868701210862826e-07,-7.34773725153022e-07,0.0098164947700116,0.1105628111845334
259,cMono,HOXA3,1.0709330489111647e-194,1.7280965107430158e-193,0.0008928677299133818,-0.0076051897664726,0.2367456758279836
260,cMono,HOXA4,2.1754071101051298e-30,2.82193492358339e-30,0.0006267539092246685,-4.123967210572588e-05,0.9955974098850172
261,cMono,HOXA5,1.5817001041383997e-122,6.037672440528301e-122,0.0013897352014247688,-0.0048815443354448,0.4860575821001258
262,cMono,HOXA6,4.790168108062277e-15,5.6809900167999156e-15,0.00046419762670322356,-0.0090354606638943,0.1458066023459066
263,cMono,HOXA7,1.5214126089483738e-130,6.695472845165364e-130,0.0017205892912756024,-0.0073936086371813,0.2517923958813743
264,cMono,HOXA9,1.7646297243275838e-243,8.542412074585803e-242,0.0003818619457403964,0.0033149756295917,0.6552185301116271
265,cMono,HOXB1,9.35661235024751e-125,3.7745424822021205e-124,0.0014590260204155742,0.0,0.0
266,cMono,HOXB13,5.515291701932529e-132,2.49948326066304e-131,-0.0007758880797168596,0.0,0.0
267,cMono,HOXB2,9.733635887158933e-59,1.5222205902825644e-58,0.0011184979969801404,0.0056573752153999,0.4093214056160071
268,cMono,HOXB3,7.123552515402288e-07,7.853606034061528e-07,0.0003677195149586962,-0.0200756470562906,0.0003645073703953
269,cMono,HOXB4,2.0045986479937587e-53,2.994246227367957e-53,0.0011595086642529721,-0.0038579100964261,0.5943625274179475
270,cMono,HOXB5,1.861771400589966e-111,5.747207367038591e-111,0.0012666232390840838,0.0014338557051791,0.8659380428536532
271,cMono,HOXB6,2.4327354596552915e-79,4.5533625035727336e-79,0.0010710112413378214,0.0011484738133094,0.897098730115275
272,cMono,HOXB7,1.5554059830212705e-72,2.733510514715599e-72,-0.00013602329138127402,0.0185472031752621,0.0010468396189709
273,cMono,HOXB8,3.608132604618347e-134,1.7387607348047691e-133,0.001779572589926122,0.0,0.0
274,cMono,HOXB9,3.5429453055394374e-65,5.840923762228329e-65,-0.0008447351565935672,0.0117113743372699,0.049821491170745
275,cMono,HOXC10,1.125058518004033e-31,1.4719745966514683e-31,1.7152378825178788e-05,0.0,0.0
276,cMono,HOXC11,5.480675667707532e-117,1.8889707398409453e-116,-0.0010316677747343444,0.0,0.0
277,cMono,HOXC12,6.639624201508952e-29,8.478656804085172e-29,-2.9104986267791243e-05,0.0,0.0
278,cMono,HOXC13,9.367851518690089e-07,1.0306572177071224e-06,7.656190814793289e-05,0.0,0.0
279,cMono,HOXC4,0.7957858826762361,0.801051006663697,0.0003110139301703962,-0.0174232025232184,0.0022144144293481
280,cMono,HOXC5,7.858808220052505e-217,2.0924076885889793e-215,0.00035771986254752635,-0.0036306418736821,0.6207429237700658
281,cMono,HOXC6,0.9246039845550647,0.9254729732623532,0.00039565652652543207,0.0,0.0
282,cMono,HOXC8,1.2869520123904217e-79,2.417290816923808e-79,0.001086303486700392,0.0,0.0
283,cMono,HOXC9,9.434321267921965e-85,1.8921943785945185e-84,-0.0012614356016865426,0.0,0.0
284,cMono,HOXD1,1.093596736847389e-24,1.3637945254595658e-24,0.0007194801737213687,0.0,0.0
285,cMono,HOXD10,1.7533270306411952e-212,4.059333233984507e-211,0.0004109778740289975,0.0,0.0
286,cMono,HOXD11,4.0336726087685654e-51,5.876691283636829e-51,-0.0005970132514215021,0.0,0.0
287,cMono,HOXD12,2.3861946165208725e-118,8.414891611240826e-118,-0.0012649749470186496,0.0,0.0
288,cMono,HOXD13,4.0494119715071927e-109,1.1979510415708778e-108,-0.0005203921925000079,0.0,0.0
289,cMono,HOXD3,1.2140724945065058e-32,1.5943122153507134e-32,0.001056576719701028,0.0,0.0
290,cMono,HOXD4,5.301627098060169e-118,1.857313440603316e-117,0.0013360210881388432,0.0,0.0
291,cMono,HOXD8,1.0911615917881248e-134,5.405056256996991e-134,0.0018360669807070892,0.0,0.0
292,cMono,HOXD9,0.7082880532861169,0.7150016841229522,0.00017608209747766758,0.0,0.0
293,cMono,HSF1,3.719219995286162e-70,6.451090056970298e-70,-0.00015531464863721353,-0.0229770152512608,3.5698777728614775e-05
294,cMono,HSF2,1.095259737112267e-82,2.1402782018799347e-82,-0.0002635213661742082,0.0275159104349581,4.878328105988246e-07
295,cMono,HSF4,1.7994289642626825e-31,2.3514010391898856e-31,2.6264626449210016e-05,0.0079857620786824,0.2080976581087447
296,cMono,HSF5,8.100180232235033e-49,1.1673466775819094e-48,-0.000760452155083087,0.0185250498652144,0.0010562025844428
297,cMono,HSFY1,2.11405624030712e-115,7.035843424772134e-115,-0.0012146812940738994,0.0,0.0
298,cMono,HSFY2,5.943839169166827e-79,1.10474497646818e-78,-0.0006544394930758715,0.0,0.0
299,cMono,IKZF3,0.012050296798186057,0.01271909424189113,3.603135062860835e-05,-0.1932250962997823,4.82467625013662e-309
300,cMono,INSM1,1.6279381400762574e-65,2.687990882451495e-65,-0.00030476835188535806,0.0,0.0
301,cMono,IRF1,6.719856186403936e-70,1.1617933179415895e-69,-0.006920294987066922,0.0903506144303852,4.3008812161967316e-67
302,cMono,IRF2,3.876444729313163e-183,4.914778138950617e-182,-0.003287972557880839,0.0069544262888444,0.285969059393804
303,cMono,IRF3,2.0831602443915074e-163,1.8643408909890383e-162,-0.005027066621200366,0.057234863712261,2.749811391814643e-27
